"","facet","rate","nthreads","cc_ph","cc","zipf","label","commute_ratio","phasing","timeout_scaling","throughput","op_timeouts"
"295","40% update
zipf: 0.6",100,64,"r/w locks
 + phasing","r/w locks",0.6,"64@100 <14>","0.4","on",1000,8379.46541990702,14
"296","40% update
zipf: 0.6",100,96,"r/w locks
 + phasing","r/w locks",0.6,"96@100 <43>","0.4","on",1000,8414.50166873896,43
"297","40% update
zipf: 0.6",100,16,"boosting
 + phasing","boosting",0.6,"16@100 <0>","0.4","on",1000,6342.18632919824,0
"298","40% update
zipf: 0.6",100,64,"boosting
 + phasing","boosting",0.6,"64@100 <12>","0.4","on",1000,11778.8992743453,12
"299","40% update
zipf: 0.6",100,96,"boosting
 + phasing","boosting",0.6,"96@100 <47>","0.4","on",1000,11807.1674784688,47
"300","60% update
zipf: 0.6",100,16,"r/w locks","r/w locks",0.6,"16@100 <0>","0.6","off",1000,3701.92131686585,0
"301","60% update
zipf: 0.6",100,64,"r/w locks","r/w locks",0.6,"64@100 <1>","0.6","off",1000,1859.00073811343,1
"302","60% update
zipf: 0.6",100,96,"r/w locks","r/w locks",0.6,"96@100 <19>","0.6","off",1000,1612.95328746573,19
"303","60% update
zipf: 0.6",100,16,"boosting","boosting",0.6,"16@100 <0>","0.6","off",1000,6343.94386927695,0
"304","60% update
zipf: 0.6",100,64,"boosting","boosting",0.6,"64@100 <0>","0.6","off",1000,5870.88891758466,0
"305","60% update
zipf: 0.6",100,96,"boosting","boosting",0.6,"96@100 <12>","0.6","off",1000,5244.08945054728,12
"306","60% update
zipf: 0.6",100,16,"r/w locks
 + phasing","r/w locks",0.6,"16@100 <0>","0.6","on",1000,6184.98611305373,0
"307","60% update
zipf: 0.6",100,64,"r/w locks
 + phasing","r/w locks",0.6,"64@100 <13>","0.6","on",1000,6757.35464060488,13
"308","60% update
zipf: 0.6",100,96,"r/w locks
 + phasing","r/w locks",0.6,"96@100 <40>","0.6","on",1000,6707.48045294786,40
"309","60% update
zipf: 0.6",100,16,"boosting
 + phasing","boosting",0.6,"16@100 <0>","0.6","on",1000,6342.5420252018,0
"310","60% update
zipf: 0.6",100,64,"boosting
 + phasing","boosting",0.6,"64@100 <14>","0.6","on",1000,10831.7476763068,14
"311","60% update
zipf: 0.6",100,96,"boosting
 + phasing","boosting",0.6,"96@100 <43>","0.6","on",1000,10865.6886219624,43
"312","80% update
zipf: 0.6",100,16,"r/w locks","r/w locks",0.6,"16@100 <0>","0.8","off",1000,2819.91624011168,0
"313","80% update
zipf: 0.6",100,64,"r/w locks","r/w locks",0.6,"64@100 <2>","0.8","off",1000,1557.89391229422,2
"314","80% update
zipf: 0.6",100,96,"r/w locks","r/w locks",0.6,"96@100 <22>","0.8","off",1000,1293.24017455964,22
"315","80% update
zipf: 0.6",100,16,"boosting","boosting",0.6,"16@100 <0>","0.8","off",1000,6342.39586524757,0
"316","80% update
zipf: 0.6",100,64,"boosting","boosting",0.6,"64@100 <0>","0.8","off",1000,6327.31767124148,0
"317","80% update
zipf: 0.6",100,96,"boosting","boosting",0.6,"96@100 <10>","0.8","off",1000,5871.75222969006,10
"318","80% update
zipf: 0.6",100,16,"r/w locks
 + phasing","r/w locks",0.6,"16@100 <0>","0.8","on",1000,5640.03862675236,0
"319","80% update
zipf: 0.6",100,64,"r/w locks
 + phasing","r/w locks",0.6,"64@100 <14>","0.8","on",1000,5930.95799251352,14
"320","80% update
zipf: 0.6",100,96,"r/w locks
 + phasing","r/w locks",0.6,"96@100 <44>","0.8","on",1000,5910.34661301052,44
"321","80% update
zipf: 0.6",100,16,"boosting
 + phasing","boosting",0.6,"16@100 <0>","0.8","on",1000,6342.30490006061,0
"322","80% update
zipf: 0.6",100,64,"boosting
 + phasing","boosting",0.6,"64@100 <9>","0.8","on",1000,10060.2795776776,9
"323","80% update
zipf: 0.6",100,96,"boosting
 + phasing","boosting",0.6,"96@100 <36>","0.8","on",1000,10060.5421956239,36
"324","100% update
zipf: 0.6",100,16,"r/w locks","r/w locks",0.6,"16@100 <0>","1","off",1000,2502.00321178853,0
"325","100% update
zipf: 0.6",100,64,"r/w locks","r/w locks",0.6,"64@100 <1>","1","off",1000,1371.16779398582,1
"326","100% update
zipf: 0.6",100,96,"r/w locks","r/w locks",0.6,"96@100 <24>","1","off",1000,1095.4450003387,24
"327","100% update
zipf: 0.6",100,16,"boosting","boosting",0.6,"16@100 <0>","1","off",1000,6342.75494809619,0
"328","100% update
zipf: 0.6",100,64,"boosting","boosting",0.6,"64@100 <2>","1","off",1000,9318.56684449346,2
"329","100% update
zipf: 0.6",100,96,"boosting","boosting",0.6,"96@100 <40340>","1","off",1000,4306.2521339331,40340
"330","100% update
zipf: 0.6",100,16,"r/w locks
 + phasing","r/w locks",0.6,"16@100 <0>","1","on",1000,5280.89513470312,0
"331","100% update
zipf: 0.6",100,64,"r/w locks
 + phasing","r/w locks",0.6,"64@100 <19>","1","on",1000,5518.94068258461,19
"332","100% update
zipf: 0.6",100,96,"r/w locks
 + phasing","r/w locks",0.6,"96@100 <49>","1","on",1000,5410.31501149282,49
"333","100% update
zipf: 0.6",100,16,"boosting
 + phasing","boosting",0.6,"16@100 <0>","1","on",1000,6342.4268362137,0
"334","100% update
zipf: 0.6",100,64,"boosting
 + phasing","boosting",0.6,"64@100 <0>","1","on",1000,9335.48162051725,0
"335","100% update
zipf: 0.6",100,96,"boosting
 + phasing","boosting",0.6,"96@100 <31>","1","on",1000,4533.37398347042,31
"336","0% update
zipf: 0.6",100,16,"boosting
 + combining","boosting
 + combining",0.6,"16@100 <0>","0","off",1000,6345.11697610524,0
"337","0% update
zipf: 0.6",100,64,"boosting
 + combining","boosting
 + combining",0.6,"64@100 <0>","0","off",1000,17227.8977084025,0
"338","0% update
zipf: 0.6",100,96,"boosting
 + combining","boosting
 + combining",0.6,"96@100 <20>","0","off",1000,18316.0882945983,20
"339","0% update
zipf: 0.6",100,16,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"16@100 <0>","0","on",1000,6344.7008168471,0
"340","0% update
zipf: 0.6",100,64,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"64@100 <0>","0","on",1000,17335.2905621276,0
"341","0% update
zipf: 0.6",100,96,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"96@100 <14>","0","on",1000,18070.5070805558,14
"342","20% update
zipf: 0.6",100,16,"boosting
 + combining","boosting
 + combining",0.6,"16@100 <0>","0.2","off",1000,6343.46152309147,0
"343","20% update
zipf: 0.6",100,64,"boosting
 + combining","boosting
 + combining",0.6,"64@100 <3>","0.2","off",1000,8449.71284841777,3
"344","20% update
zipf: 0.6",100,96,"boosting
 + combining","boosting
 + combining",0.6,"96@100 <11>","0.2","off",1000,8183.14822337372,11
"345","20% update
zipf: 0.6",100,16,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"16@100 <0>","0.2","on",1000,6342.56653466863,0
"346","20% update
zipf: 0.6",100,64,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"64@100 <8>","0.2","on",1000,14037.7373528064,8
"347","20% update
zipf: 0.6",100,96,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"96@100 <33>","0.2","on",1000,14249.5332897848,33
"348","40% update
zipf: 0.6",100,16,"boosting
 + combining","boosting
 + combining",0.6,"16@100 <0>","0.4","off",1000,6344.96448042843,0
"349","40% update
zipf: 0.6",100,64,"boosting
 + combining","boosting
 + combining",0.6,"64@100 <2>","0.4","off",1000,7172.68269393358,2
"350","40% update
zipf: 0.6",100,96,"boosting
 + combining","boosting
 + combining",0.6,"96@100 <15>","0.4","off",1000,6710.69436264616,15
"351","40% update
zipf: 0.6",100,16,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"16@100 <0>","0.4","on",1000,6341.66647240806,0
"352","40% update
zipf: 0.6",100,64,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"64@100 <16>","0.4","on",1000,12419.6114511956,16
"353","40% update
zipf: 0.6",100,96,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"96@100 <38>","0.4","on",1000,12606.5681847546,38
"354","60% update
zipf: 0.6",100,16,"boosting
 + combining","boosting
 + combining",0.6,"16@100 <0>","0.6","off",1000,6344.83769228976,0
"355","60% update
zipf: 0.6",100,64,"boosting
 + combining","boosting
 + combining",0.6,"64@100 <0>","0.6","off",1000,3010.81085797552,0
"356","60% update
zipf: 0.6",100,96,"boosting
 + combining","boosting
 + combining",0.6,"96@100 <24>","0.6","off",1000,6378.57649952946,24
"357","60% update
zipf: 0.6",100,16,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"16@100 <0>","0.6","on",1000,6344.30302182615,0
"358","60% update
zipf: 0.6",100,64,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"64@100 <16>","0.6","on",1000,11375.3876599616,16
"359","60% update
zipf: 0.6",100,96,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"96@100 <36>","0.6","on",1000,11756.3313162377,36
"360","80% update
zipf: 0.6",100,16,"boosting
 + combining","boosting
 + combining",0.6,"16@100 <0>","0.8","off",1000,6344.38753421829,0
"361","80% update
zipf: 0.6",100,64,"boosting
 + combining","boosting
 + combining",0.6,"64@100 <0>","0.8","off",1000,7297.85901094858,0
"362","80% update
zipf: 0.6",100,96,"boosting
 + combining","boosting
 + combining",0.6,"96@100 <21>","0.8","off",1000,6878.99689006838,21
"363","80% update
zipf: 0.6",100,16,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"16@100 <0>","0.8","on",1000,6342.77607188293,0
"364","80% update
zipf: 0.6",100,64,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"64@100 <10>","0.8","on",1000,10677.4628521326,10
"365","80% update
zipf: 0.6",100,96,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"96@100 <32>","0.8","on",1000,10975.9554878453,32
"366","100% update
zipf: 0.6",100,16,"boosting
 + combining","boosting
 + combining",0.6,"16@100 <0>","1","off",1000,6342.0060482528,0
"367","100% update
zipf: 0.6",100,64,"boosting
 + combining","boosting
 + combining",0.6,"64@100 <1>","1","off",1000,10549.9455236374,1
"368","100% update
zipf: 0.6",100,96,"boosting
 + combining","boosting
 + combining",0.6,"96@100 <34232>","1","off",1000,4829.82193288341,34232
"369","100% update
zipf: 0.6",100,16,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"16@100 <0>","1","on",1000,6342.41050763129,0
"370","100% update
zipf: 0.6",100,64,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"64@100 <0>","1","on",1000,10476.8644492952,0
"371","100% update
zipf: 0.6",100,96,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"96@100 <21>","1","on",1000,5569.87871535731,21
"460","50% update
zipf: 0.6",100,4,"r/w locks","r/w locks",0.6,"4@100 <0>","0.5","off",1000,1583.68734069669,0
"461","50% update
zipf: 0.6",100,16,"r/w locks","r/w locks",0.6,"16@100 <0>","0.5","off",1000,4167.91424636206,0
"462","50% update
zipf: 0.6",100,32,"r/w locks","r/w locks",0.6,"32@100 <0>","0.5","off",1000,2903.12459749464,0
"463","50% update
zipf: 0.6",100,64,"r/w locks","r/w locks",0.6,"64@100 <2>","0.5","off",1000,2211.82497778242,2
"464","50% update
zipf: 0.6",100,96,"r/w locks","r/w locks",0.6,"96@100 <14>","0.5","off",1000,1771.75012686295,14
"465","50% update
zipf: 0.6",100,4,"boosting","boosting",0.6,"4@100 <0>","0.5","off",1000,1583.33111223647,0
"466","50% update
zipf: 0.6",100,16,"boosting","boosting",0.6,"16@100 <0>","0.5","off",1000,6345.62868827345,0
"467","50% update
zipf: 0.6",100,32,"boosting","boosting",0.6,"32@100 <0>","0.5","off",1000,6817.28206953681,0
"468","50% update
zipf: 0.6",100,64,"boosting","boosting",0.6,"64@100 <0>","0.5","off",1000,6029.23159449275,0
"469","50% update
zipf: 0.6",100,96,"boosting","boosting",0.6,"96@100 <12>","0.5","off",1000,5291.94382852919,12
"470","50% update
zipf: 0.6",100,4,"r/w locks
 + phasing","r/w locks",0.6,"4@100 <0>","0.5","on",1000,1583.92750049977,0
"471","50% update
zipf: 0.6",100,16,"r/w locks
 + phasing","r/w locks",0.6,"16@100 <0>","0.5","on",1000,6295.8374958375,0
"472","50% update
zipf: 0.6",100,32,"r/w locks
 + phasing","r/w locks",0.6,"32@100 <1>","0.5","on",1000,7283.64002539058,1
"473","50% update
zipf: 0.6",100,64,"r/w locks
 + phasing","r/w locks",0.6,"64@100 <15>","0.5","on",1000,7421.20684193855,15
"474","50% update
zipf: 0.6",100,96,"r/w locks
 + phasing","r/w locks",0.6,"96@100 <36>","0.5","on",1000,7426.00661796023,36
"475","50% update
zipf: 0.6",100,4,"boosting
 + phasing","boosting",0.6,"4@100 <0>","0.5","on",1000,1583.42079397604,0
"476","50% update
zipf: 0.6",100,16,"boosting
 + phasing","boosting",0.6,"16@100 <0>","0.5","on",1000,6345.46792730567,0
"477","50% update
zipf: 0.6",100,32,"boosting
 + phasing","boosting",0.6,"32@100 <0>","0.5","on",1000,10753.3865960342,0
"478","50% update
zipf: 0.6",100,64,"boosting
 + phasing","boosting",0.6,"64@100 <15>","0.5","on",1000,11315.9484962581,15
"479","50% update
zipf: 0.6",100,96,"boosting
 + phasing","boosting",0.6,"96@100 <35>","0.5","on",1000,11356.9480844353,35
"480","50% update
zipf: 0.6",100,4,"boosting
 + combining","boosting
 + combining",0.6,"4@100 <0>","0.5","off",1000,1583.92222322175,0
"481","50% update
zipf: 0.6",100,16,"boosting
 + combining","boosting
 + combining",0.6,"16@100 <0>","0.5","off",1000,6345.00674426737,0
"482","50% update
zipf: 0.6",100,32,"boosting
 + combining","boosting
 + combining",0.6,"32@100 <0>","0.5","off",1000,2323.54107024884,0
"483","50% update
zipf: 0.6",100,64,"boosting
 + combining","boosting
 + combining",0.6,"64@100 <0>","0.5","off",1000,6840.61778520818,0
"484","50% update
zipf: 0.6",100,96,"boosting
 + combining","boosting
 + combining",0.6,"96@100 <18>","0.5","off",1000,6608.56680767183,18
"485","50% update
zipf: 0.6",100,4,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"4@100 <0>","0.5","on",1000,1583.7295544886,0
"486","50% update
zipf: 0.6",100,16,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"16@100 <0>","0.5","on",1000,6343.45681561585,0
"487","50% update
zipf: 0.6",100,32,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"32@100 <0>","0.5","on",1000,11122.7576293013,0
"488","50% update
zipf: 0.6",100,64,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"64@100 <13>","0.5","on",1000,11975.6423111914,13
"489","50% update
zipf: 0.6",100,96,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"96@100 <37>","0.5","on",1000,12157.490545463,37
"490","0% update
zipf: 0.6",100,16,"r/w locks","r/w locks",0.6,"16@100 <0>","0","off",1000,6344.70542011015,0
"491","0% update
zipf: 0.6",100,64,"r/w locks","r/w locks",0.6,"64@100 <0>","0","off",1000,15215.7623425626,0
"492","0% update
zipf: 0.6",100,96,"r/w locks","r/w locks",0.6,"96@100 <26>","0","off",1000,15685.0207772998,26
"493","0% update
zipf: 0.6",100,16,"boosting","boosting",0.6,"16@100 <0>","0","off",1000,6344.55936120194,0
"494","0% update
zipf: 0.6",100,64,"boosting","boosting",0.6,"64@100 <1>","0","off",1000,15313.6646581676,1
"495","0% update
zipf: 0.6",100,96,"boosting","boosting",0.6,"96@100 <11>","0","off",1000,15697.0052770011,11
"496","0% update
zipf: 0.6",100,16,"r/w locks
 + phasing","r/w locks",0.6,"16@100 <0>","0","on",1000,6345.57170687847,0
"497","0% update
zipf: 0.6",100,64,"r/w locks
 + phasing","r/w locks",0.6,"64@100 <0>","0","on",1000,15621.8614661105,0
"498","0% update
zipf: 0.6",100,96,"r/w locks
 + phasing","r/w locks",0.6,"96@100 <19>","0","on",1000,15578.6010632476,19
"499","0% update
zipf: 0.6",100,16,"boosting
 + phasing","boosting",0.6,"16@100 <0>","0","on",1000,6344.72654624157,0
"500","0% update
zipf: 0.6",100,64,"boosting
 + phasing","boosting",0.6,"64@100 <0>","0","on",1000,15364.7997396067,0
"501","0% update
zipf: 0.6",100,96,"boosting
 + phasing","boosting",0.6,"96@100 <15>","0","on",1000,15539.3831640539,15
"502","20% update
zipf: 0.6",100,16,"r/w locks","r/w locks",0.6,"16@100 <0>","0.2","off",1000,6344.33703083322,0
"503","20% update
zipf: 0.6",100,64,"r/w locks","r/w locks",0.6,"64@100 <0>","0.2","off",1000,4116.08876605749,0
"504","20% update
zipf: 0.6",100,96,"r/w locks","r/w locks",0.6,"96@100 <20>","0.2","off",1000,3678.74236351609,20
"505","20% update
zipf: 0.6",100,16,"boosting","boosting",0.6,"16@100 <0>","0.2","off",1000,6344.68977919872,0
"506","20% update
zipf: 0.6",100,64,"boosting","boosting",0.6,"64@100 <0>","0.2","off",1000,7252.4893597274,0
"507","20% update
zipf: 0.6",100,96,"boosting","boosting",0.6,"96@100 <12>","0.2","off",1000,6781.50725803527,12
"508","20% update
zipf: 0.6",100,16,"r/w locks
 + phasing","r/w locks",0.6,"16@100 <0>","0.2","on",1000,6342.36010283324,0
"509","20% update
zipf: 0.6",100,64,"r/w locks
 + phasing","r/w locks",0.6,"64@100 <9>","0.2","on",1000,11004.4797487646,9
"510","20% update
zipf: 0.6",100,96,"r/w locks
 + phasing","r/w locks",0.6,"96@100 <63>","0.2","on",1000,10930.2751573356,63
"511","20% update
zipf: 0.6",100,16,"boosting
 + phasing","boosting",0.6,"16@100 <0>","0.2","on",1000,6343.17571753046,0
"512","20% update
zipf: 0.6",100,64,"boosting
 + phasing","boosting",0.6,"64@100 <11>","0.2","on",1000,13116.1823935081,11
"513","20% update
zipf: 0.6",100,96,"boosting
 + phasing","boosting",0.6,"96@100 <35>","0.2","on",1000,13210.2240738656,35
"514","40% update
zipf: 0.6",100,16,"r/w locks","r/w locks",0.6,"16@100 <0>","0.4","off",1000,6206.83914915151,0
"515","40% update
zipf: 0.6",100,64,"r/w locks","r/w locks",0.6,"64@100 <1>","0.4","off",1000,2649.75150405441,1
"516","40% update
zipf: 0.6",100,96,"r/w locks","r/w locks",0.6,"96@100 <19>","0.4","off",1000,2149.27845189841,19
"517","40% update
zipf: 0.6",100,16,"boosting","boosting",0.6,"16@100 <0>","0.4","off",1000,6343.13173730464,0
"518","40% update
zipf: 0.6",100,64,"boosting","boosting",0.6,"64@100 <0>","0.4","off",1000,6068.02116921119,0
"519","40% update
zipf: 0.6",100,96,"boosting","boosting",0.6,"96@100 <6>","0.4","off",1000,5663.27337939765,6
"520","40% update
zipf: 0.6",100,16,"r/w locks
 + phasing","r/w locks",0.6,"16@100 <0>","0.4","on",1000,6337.95781355108,0
"521","40% update
zipf: 0.6",100,64,"r/w locks
 + phasing","r/w locks",0.6,"64@100 <14>","0.4","on",1000,8341.33481154457,14
"522","40% update
zipf: 0.6",100,96,"r/w locks
 + phasing","r/w locks",0.6,"96@100 <30>","0.4","on",1000,8349.19481301787,30
"523","40% update
zipf: 0.6",100,16,"boosting
 + phasing","boosting",0.6,"16@100 <0>","0.4","on",1000,6343.07009334901,0
"524","40% update
zipf: 0.6",100,64,"boosting
 + phasing","boosting",0.6,"64@100 <10>","0.4","on",1000,11778.5894541108,10
"525","40% update
zipf: 0.6",100,96,"boosting
 + phasing","boosting",0.6,"96@100 <42>","0.4","on",1000,11844.1062749113,42
"526","60% update
zipf: 0.6",100,16,"r/w locks","r/w locks",0.6,"16@100 <0>","0.6","off",1000,3453.98675073829,0
"527","60% update
zipf: 0.6",100,64,"r/w locks","r/w locks",0.6,"64@100 <0>","0.6","off",1000,1844.07717814156,0
"528","60% update
zipf: 0.6",100,96,"r/w locks","r/w locks",0.6,"96@100 <13>","0.6","off",1000,1639.31773834987,13
"529","60% update
zipf: 0.6",100,16,"boosting","boosting",0.6,"16@100 <0>","0.6","off",1000,6345.98605292429,0
"530","60% update
zipf: 0.6",100,64,"boosting","boosting",0.6,"64@100 <2>","0.6","off",1000,6015.546598395,2
"531","60% update
zipf: 0.6",100,96,"boosting","boosting",0.6,"96@100 <21>","0.6","off",1000,5284.61759622471,21
"532","60% update
zipf: 0.6",100,16,"r/w locks
 + phasing","r/w locks",0.6,"16@100 <0>","0.6","on",1000,6151.9402975134,0
"533","60% update
zipf: 0.6",100,64,"r/w locks
 + phasing","r/w locks",0.6,"64@100 <9>","0.6","on",1000,6727.06210829596,9
"534","60% update
zipf: 0.6",100,96,"r/w locks
 + phasing","r/w locks",0.6,"96@100 <39>","0.6","on",1000,6713.91052049017,39
"535","60% update
zipf: 0.6",100,16,"boosting
 + phasing","boosting",0.6,"16@100 <0>","0.6","on",1000,6342.93688035142,0
"536","60% update
zipf: 0.6",100,64,"boosting
 + phasing","boosting",0.6,"64@100 <15>","0.6","on",1000,10786.3960031205,15
"537","60% update
zipf: 0.6",100,96,"boosting
 + phasing","boosting",0.6,"96@100 <33>","0.6","on",1000,10811.5335733955,33
"538","80% update
zipf: 0.6",100,16,"r/w locks","r/w locks",0.6,"16@100 <0>","0.8","off",1000,2800.15164716759,0
"539","80% update
zipf: 0.6",100,64,"r/w locks","r/w locks",0.6,"64@100 <0>","0.8","off",1000,1537.33237212003,0
"540","80% update
zipf: 0.6",100,96,"r/w locks","r/w locks",0.6,"96@100 <14>","0.8","off",1000,1264.56680705925,14
"541","80% update
zipf: 0.6",100,16,"boosting","boosting",0.6,"16@100 <0>","0.8","off",1000,6344.63925937026,0
"542","80% update
zipf: 0.6",100,64,"boosting","boosting",0.6,"64@100 <0>","0.8","off",1000,6241.10750480228,0
"543","80% update
zipf: 0.6",100,96,"boosting","boosting",0.6,"96@100 <28>","0.8","off",1000,5881.55612455604,28
"544","80% update
zipf: 0.6",100,16,"r/w locks
 + phasing","r/w locks",0.6,"16@100 <0>","0.8","on",1000,5613.80375860737,0
"545","80% update
zipf: 0.6",100,64,"r/w locks
 + phasing","r/w locks",0.6,"64@100 <18>","0.8","on",1000,5891.38380166599,18
"546","80% update
zipf: 0.6",100,96,"r/w locks
 + phasing","r/w locks",0.6,"96@100 <55>","0.8","on",1000,5820.5811145947,55
"547","80% update
zipf: 0.6",100,16,"boosting
 + phasing","boosting",0.6,"16@100 <0>","0.8","on",1000,6342.29193725647,0
"548","80% update
zipf: 0.6",100,64,"boosting
 + phasing","boosting",0.6,"64@100 <8>","0.8","on",1000,10091.7979250881,8
"549","80% update
zipf: 0.6",100,96,"boosting
 + phasing","boosting",0.6,"96@100 <41>","0.8","on",1000,10051.8271897484,41
"550","100% update
zipf: 0.6",100,16,"r/w locks","r/w locks",0.6,"16@100 <0>","1","off",1000,2444.70213748625,0
"551","100% update
zipf: 0.6",100,64,"r/w locks","r/w locks",0.6,"64@100 <0>","1","off",1000,1305.73591132475,0
"552","100% update
zipf: 0.6",100,96,"r/w locks","r/w locks",0.6,"96@100 <18>","1","off",1000,1127.89981390879,18
"553","100% update
zipf: 0.6",100,16,"boosting","boosting",0.6,"16@100 <0>","1","off",1000,6342.74847549299,0
"554","100% update
zipf: 0.6",100,64,"boosting","boosting",0.6,"64@100 <0>","1","off",1000,9317.94626484892,0
"555","100% update
zipf: 0.6",100,96,"boosting","boosting",0.6,"96@100 <42005>","1","off",1000,4233.29798515376,42005
"556","100% update
zipf: 0.6",100,16,"r/w locks
 + phasing","r/w locks",0.6,"16@100 <0>","1","on",1000,5277.24970951622,0
"557","100% update
zipf: 0.6",100,64,"r/w locks
 + phasing","r/w locks",0.6,"64@100 <21>","1","on",1000,5567.60684325253,21
"558","100% update
zipf: 0.6",100,96,"r/w locks
 + phasing","r/w locks",0.6,"96@100 <52>","1","on",1000,5467.67689031373,52
"559","100% update
zipf: 0.6",100,16,"boosting
 + phasing","boosting",0.6,"16@100 <0>","1","on",1000,6341.84191684566,0
"560","100% update
zipf: 0.6",100,64,"boosting
 + phasing","boosting",0.6,"64@100 <2>","1","on",1000,9478.75864222756,2
"561","100% update
zipf: 0.6",100,96,"boosting
 + phasing","boosting",0.6,"96@100 <28>","1","on",1000,4465.49866569425,28
"562","0% update
zipf: 0.6",100,16,"boosting
 + combining","boosting
 + combining",0.6,"16@100 <0>","0","off",1000,6344.7430727375,0
"563","0% update
zipf: 0.6",100,64,"boosting
 + combining","boosting
 + combining",0.6,"64@100 <0>","0","off",1000,17113.6670862658,0
"564","0% update
zipf: 0.6",100,96,"boosting
 + combining","boosting
 + combining",0.6,"96@100 <19>","0","off",1000,18243.7380598599,19
"565","0% update
zipf: 0.6",100,16,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"16@100 <0>","0","on",1000,6344.69621281754,0
"566","0% update
zipf: 0.6",100,64,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"64@100 <0>","0","on",1000,17360.052348543,0
"567","0% update
zipf: 0.6",100,96,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"96@100 <20>","0","on",1000,18113.5880435035,20
"568","20% update
zipf: 0.6",100,16,"boosting
 + combining","boosting
 + combining",0.6,"16@100 <0>","0.2","off",1000,6343.96211207844,0
"569","20% update
zipf: 0.6",100,64,"boosting
 + combining","boosting
 + combining",0.6,"64@100 <0>","0.2","off",1000,8523.51043063726,0
"570","20% update
zipf: 0.6",100,96,"boosting
 + combining","boosting
 + combining",0.6,"96@100 <11>","0.2","off",1000,8045.04326002246,11
"571","20% update
zipf: 0.6",100,16,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"16@100 <0>","0.2","on",1000,6340.99884784187,0
"572","20% update
zipf: 0.6",100,64,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"64@100 <11>","0.2","on",1000,14072.3227627428,11
"573","20% update
zipf: 0.6",100,96,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"96@100 <37>","0.2","on",1000,14243.9846021731,37
"574","40% update
zipf: 0.6",100,16,"boosting
 + combining","boosting
 + combining",0.6,"16@100 <0>","0.4","off",1000,6344.41691311646,0
"575","40% update
zipf: 0.6",100,64,"boosting
 + combining","boosting
 + combining",0.6,"64@100 <0>","0.4","off",1000,7026.82798178073,0
"576","40% update
zipf: 0.6",100,96,"boosting
 + combining","boosting
 + combining",0.6,"96@100 <16>","0.4","off",1000,6858.78257534935,16
"577","40% update
zipf: 0.6",100,16,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"16@100 <0>","0.4","on",1000,6342.95800446265,0
"578","40% update
zipf: 0.6",100,64,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"64@100 <13>","0.4","on",1000,12340.0273423501,13
"579","40% update
zipf: 0.6",100,96,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"96@100 <44>","0.4","on",1000,12768.8665795808,44
"580","60% update
zipf: 0.6",100,16,"boosting
 + combining","boosting
 + combining",0.6,"16@100 <0>","0.6","off",1000,6345.6939790977,0
"581","60% update
zipf: 0.6",100,64,"boosting
 + combining","boosting
 + combining",0.6,"64@100 <0>","0.6","off",1000,6578.72174203778,0
"582","60% update
zipf: 0.6",100,96,"boosting
 + combining","boosting
 + combining",0.6,"96@100 <8>","0.6","off",1000,1465.02556990552,8
"583","60% update
zipf: 0.6",100,16,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"16@100 <1>","0.6","on",1000,6343.49085822759,1
"584","60% update
zipf: 0.6",100,64,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"64@100 <11>","0.6","on",1000,11567.9951646702,11
"585","60% update
zipf: 0.6",100,96,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"96@100 <39>","0.6","on",1000,11623.3083977714,39
"586","80% update
zipf: 0.6",100,16,"boosting
 + combining","boosting
 + combining",0.6,"16@100 <0>","0.8","off",1000,6345.71773943796,0
