"","facet","rate","nthreads","cc_ph","cc","zipf","commute_ratio","phasing","timeout_scaling","throughput","op_timeouts"
"1","50% update
zipf: 0.6",100,4,"without transactions","boosting",0.6,"0.5","off",1000,6328.83655411953,0
"2","50% update
zipf: 0.6",100,16,"without transactions","boosting",0.6,"0.5","off",1000,25307.8132740215,0
"3","50% update
zipf: 0.6",100,32,"without transactions","boosting",0.6,"0.5","off",1000,50520.9818734123,0
"4","50% update
zipf: 0.6",100,64,"without transactions","boosting",0.6,"0.5","off",1000,72708.3367751869,0
"5","50% update
zipf: 0.6",100,96,"without transactions","boosting",0.6,"0.5","off",1000,73435.5336842556,47
"6","0% update
zipf: 0.6",100,64,"without transactions","boosting",0.6,"0","off",1000,92079.4680998567,0
"7","20% update
zipf: 0.6",100,64,"without transactions","boosting",0.6,"0.2","off",1000,79973.5717164509,1
"8","40% update
zipf: 0.6",100,64,"without transactions","boosting",0.6,"0.4","off",1000,74184.2209594291,1
"9","60% update
zipf: 0.6",100,64,"without transactions","boosting",0.6,"0.6","off",1000,70694.7106804331,4
"10","80% update
zipf: 0.6",100,64,"without transactions","boosting",0.6,"0.8","off",1000,67769.4460876491,4
"11","100% update
zipf: 0.6",100,64,"without transactions","boosting",0.6,"1","off",1000,63865.9751215658,0
"12","0% update
zipf: 0.6",100,96,"without transactions","boosting",0.6,"0","off",1000,96187.4160499355,26
"13","20% update
zipf: 0.6",100,96,"without transactions","boosting",0.6,"0.2","off",1000,81296.0064839861,45
"14","40% update
zipf: 0.6",100,96,"without transactions","boosting",0.6,"0.4","off",1000,76118.3119943316,18
"15","60% update
zipf: 0.6",100,96,"without transactions","boosting",0.6,"0.6","off",1000,72019.5134814424,51
"16","80% update
zipf: 0.6",100,96,"without transactions","boosting",0.6,"0.8","off",1000,68034.0257171118,56
"17","100% update
zipf: 0.6",100,96,"without transactions","boosting",0.6,"1","off",1000,64573.7591949646,31
"28","50% update
zipf: 0.6",100,4,"without transactions","boosting",0.6,"0.5","off",1000,6331.25728559534,0
"29","50% update
zipf: 0.6",100,16,"without transactions","boosting",0.6,"0.5","off",1000,25302.7759029415,0
"30","50% update
zipf: 0.6",100,32,"without transactions","boosting",0.6,"0.5","off",1000,50510.9014640293,0
"31","50% update
zipf: 0.6",100,64,"without transactions","boosting",0.6,"0.5","off",1000,71836.3138221754,0
"32","50% update
zipf: 0.6",100,96,"without transactions","boosting",0.6,"0.5","off",1000,75468.2952713993,35
"33","0% update
zipf: 0.6",100,64,"without transactions","boosting",0.6,"0","off",1000,91604.5616328902,0
"34","20% update
zipf: 0.6",100,64,"without transactions","boosting",0.6,"0.2","off",1000,78772.0608154986,0
"35","40% update
zipf: 0.6",100,64,"without transactions","boosting",0.6,"0.4","off",1000,74504.3172528195,1
"36","60% update
zipf: 0.6",100,64,"without transactions","boosting",0.6,"0.6","off",1000,70409.7718642488,1
"37","80% update
zipf: 0.6",100,64,"without transactions","boosting",0.6,"0.8","off",1000,66708.8900495177,1
"38","100% update
zipf: 0.6",100,64,"without transactions","boosting",0.6,"1","off",1000,64114.7673745971,1
"39","0% update
zipf: 0.6",100,96,"without transactions","boosting",0.6,"0","off",1000,94552.6626868227,21
"40","20% update
zipf: 0.6",100,96,"without transactions","boosting",0.6,"0.2","off",1000,81734.930868289,37
"41","40% update
zipf: 0.6",100,96,"without transactions","boosting",0.6,"0.4","off",1000,75352.875446224,39
"42","60% update
zipf: 0.6",100,96,"without transactions","boosting",0.6,"0.6","off",1000,72670.5139064205,51
"43","80% update
zipf: 0.6",100,96,"without transactions","boosting",0.6,"0.8","off",1000,67189.6726213042,68
"44","100% update
zipf: 0.6",100,96,"without transactions","boosting",0.6,"1","off",1000,65359.7339284125,40
"55","50% update
zipf: 0.6",100,4,"without transactions","boosting",0.6,"0.5","off",1000,6327.310273619,0
"56","50% update
zipf: 0.6",100,16,"without transactions","boosting",0.6,"0.5","off",1000,25302.6323663371,0
"57","50% update
zipf: 0.6",100,32,"without transactions","boosting",0.6,"0.5","off",1000,50525.1428514577,0
"58","50% update
zipf: 0.6",100,64,"without transactions","boosting",0.6,"0.5","off",1000,73255.8339336343,0
"59","50% update
zipf: 0.6",100,96,"without transactions","boosting",0.6,"0.5","off",1000,75064.1826313066,46
"60","0% update
zipf: 0.6",100,64,"without transactions","boosting",0.6,"0","off",1000,93314.1415875447,0
"61","20% update
zipf: 0.6",100,64,"without transactions","boosting",0.6,"0.2","off",1000,78564.197449283,0
"62","40% update
zipf: 0.6",100,64,"without transactions","boosting",0.6,"0.4","off",1000,74002.8019349211,1
"63","60% update
zipf: 0.6",100,64,"without transactions","boosting",0.6,"0.6","off",1000,70399.2172987552,0
"64","80% update
zipf: 0.6",100,64,"without transactions","boosting",0.6,"0.8","off",1000,67116.0177166656,0
"65","100% update
zipf: 0.6",100,64,"without transactions","boosting",0.6,"1","off",1000,63372.8892577395,0
"66","0% update
zipf: 0.6",100,96,"without transactions","boosting",0.6,"0","off",1000,93596.1778448023,39
"67","20% update
zipf: 0.6",100,96,"without transactions","boosting",0.6,"0.2","off",1000,81192.4247815601,31
"68","40% update
zipf: 0.6",100,96,"without transactions","boosting",0.6,"0.4","off",1000,76003.1110349464,57
"69","60% update
zipf: 0.6",100,96,"without transactions","boosting",0.6,"0.6","off",1000,71246.6703589419,40
"70","80% update
zipf: 0.6",100,96,"without transactions","boosting",0.6,"0.8","off",1000,69584.8922262474,31
"71","100% update
zipf: 0.6",100,96,"without transactions","boosting",0.6,"1","off",1000,65050.586299997,37
"82","50% update
zipf: 0.6",100,4,"r/w locks(baseline)","r/w locks",0.6,"0.5","off",1000,6334.85006961886,0
"83","50% update
zipf: 0.6",100,4,"boosting","boosting",0.6,"0.5","off",1000,6333.85751219382,0
"84","50% update
zipf: 0.6",100,4,"r/w locks+phasing","r/w locks",0.6,"0.5","on",1000,6333.85751219382,0
"85","50% update
zipf: 0.6",100,4,"boosting+phasing","boosting",0.6,"0.5","on",1000,6334.62817241127,0
"86","50% update
zipf: 0.6",100,4,"boosting+combining","boosting+combining",0.6,"0.5","off",1000,6333.51989552517,0
"87","50% update
zipf: 0.6",100,4,"boosting+combining+phasing","boosting+combining",0.6,"0.5","on",1000,6332.26396426109,0
"88","50% update
zipf: 0.6",100,16,"r/w locks(baseline)","r/w locks",0.6,"0.5","off",1000,16381.1322511355,0
"89","50% update
zipf: 0.6",100,16,"boosting","boosting",0.6,"0.5","off",1000,25363.7165637432,0
"90","50% update
zipf: 0.6",100,16,"r/w locks+phasing","r/w locks",0.6,"0.5","on",1000,25046.7015957766,0
"91","50% update
zipf: 0.6",100,16,"boosting+phasing","boosting",0.6,"0.5","on",1000,25349.2243158666,0
"92","50% update
zipf: 0.6",100,16,"boosting+combining","boosting+combining",0.6,"0.5","off",1000,25358.2011040012,0
"93","50% update
zipf: 0.6",100,16,"boosting+combining+phasing","boosting+combining",0.6,"0.5","on",1000,25354.4984818623,0
"94","50% update
zipf: 0.6",100,32,"r/w locks(baseline)","r/w locks",0.6,"0.5","off",1000,12046.2687553705,0
"95","50% update
zipf: 0.6",100,32,"boosting","boosting",0.6,"0.5","off",1000,27658.4432156529,0
"96","50% update
zipf: 0.6",100,32,"r/w locks+phasing","r/w locks",0.6,"0.5","on",1000,27986.3906777469,4240
"97","50% update
zipf: 0.6",100,32,"boosting+phasing","boosting",0.6,"0.5","on",1000,42493.4498397372,0
"98","50% update
zipf: 0.6",100,32,"boosting+combining","boosting+combining",0.6,"0.5","off",1000,10310.9045456146,0
"99","50% update
zipf: 0.6",100,32,"boosting+combining+phasing","boosting+combining",0.6,"0.5","on",1000,44114.1405712348,0
"100","50% update
zipf: 0.6",100,64,"r/w locks(baseline)","r/w locks",0.6,"0.5","off",1000,9084.91338397759,0
"101","50% update
zipf: 0.6",100,64,"boosting","boosting",0.6,"0.5","off",1000,23841.7626638516,4
"102","50% update
zipf: 0.6",100,64,"r/w locks+phasing","r/w locks",0.6,"0.5","on",1000,26791.2638879405,23902
"103","50% update
zipf: 0.6",100,64,"boosting+phasing","boosting",0.6,"0.5","on",1000,43620.8371180226,5238
"104","50% update
zipf: 0.6",100,64,"boosting+combining","boosting+combining",0.6,"0.5","off",1000,27304.678443919,0
"105","50% update
zipf: 0.6",100,64,"boosting+combining+phasing","boosting+combining",0.6,"0.5","on",1000,46760.7726597325,3941
"106","50% update
zipf: 0.6",100,96,"r/w locks(baseline)","r/w locks",0.6,"0.5","off",1000,7342.72094538371,39
"107","50% update
zipf: 0.6",100,96,"boosting","boosting",0.6,"0.5","off",1000,22108.9931895723,29
"108","50% update
zipf: 0.6",100,96,"r/w locks+phasing","r/w locks",0.6,"0.5","on",1000,26929.7411244505,43426
"109","50% update
zipf: 0.6",100,96,"boosting+phasing","boosting",0.6,"0.5","on",1000,42056.1961887364,20268
"110","50% update
zipf: 0.6",100,96,"boosting+combining","boosting+combining",0.6,"0.5","off",1000,16805.3936929704,26
"111","50% update
zipf: 0.6",100,96,"boosting+combining+phasing","boosting+combining",0.6,"0.5","on",1000,46546.9704365263,14842
"112","0% update
zipf: 0.6",100,64,"r/w locks(baseline)","r/w locks",0.6,"0","off",1000,62669.5946976985,0
"113","0% update
zipf: 0.6",100,64,"boosting","boosting",0.6,"0","off",1000,61997.637972903,0
"114","0% update
zipf: 0.6",100,64,"r/w locks+phasing","r/w locks",0.6,"0","on",1000,61468.8066029286,0
"115","0% update
zipf: 0.6",100,64,"boosting+phasing","boosting",0.6,"0","on",1000,62851.113249494,1
"116","20% update
zipf: 0.6",100,64,"r/w locks(baseline)","r/w locks",0.6,"0.2","off",1000,17282.9778740503,0
"117","20% update
zipf: 0.6",100,64,"boosting","boosting",0.6,"0.2","off",1000,29664.790411231,0
"118","20% update
zipf: 0.6",100,64,"r/w locks+phasing","r/w locks",0.6,"0.2","on",1000,40785.092388784,20219
"119","20% update
zipf: 0.6",100,64,"boosting+phasing","boosting",0.6,"0.2","on",1000,51588.1032361612,3194
"120","40% update
zipf: 0.6",100,64,"r/w locks(baseline)","r/w locks",0.6,"0.4","off",1000,10635.2029079613,6
"121","40% update
zipf: 0.6",100,64,"boosting","boosting",0.6,"0.4","off",1000,24486.5717754233,3
"122","40% update
zipf: 0.6",100,64,"r/w locks+phasing","r/w locks",0.6,"0.4","on",1000,30677.0904411908,22860
"123","40% update
zipf: 0.6",100,64,"boosting+phasing","boosting",0.6,"0.4","on",1000,45994.4304468903,5021
"124","60% update
zipf: 0.6",100,64,"r/w locks(baseline)","r/w locks",0.6,"0.6","off",1000,7689.78586256228,1
"125","60% update
zipf: 0.6",100,64,"boosting","boosting",0.6,"0.6","off",1000,23555.8585811781,3
"126","60% update
zipf: 0.6",100,64,"r/w locks+phasing","r/w locks",0.6,"0.6","on",1000,24607.801489735,24269
"127","60% update
zipf: 0.6",100,64,"boosting+phasing","boosting",0.6,"0.6","on",1000,41497.1546372618,5985
"128","80% update
zipf: 0.6",100,64,"r/w locks(baseline)","r/w locks",0.6,"0.8","off",1000,6298.81867836589,3
"129","80% update
zipf: 0.6",100,64,"boosting","boosting",0.6,"0.8","off",1000,25800.3177966102,0
"130","80% update
zipf: 0.6",100,64,"r/w locks+phasing","r/w locks",0.6,"0.8","on",1000,20905.6385942268,25136
"131","80% update
zipf: 0.6",100,64,"boosting+phasing","boosting",0.6,"0.8","on",1000,38945.2719831657,5238
"132","100% update
zipf: 0.6",100,64,"r/w locks(baseline)","r/w locks",0.6,"1","off",1000,5593.88096005627,0
"133","100% update
zipf: 0.6",100,64,"boosting","boosting",0.6,"1","off",1000,36958.9277420211,5
"134","100% update
zipf: 0.6",100,64,"r/w locks+phasing","r/w locks",0.6,"1","on",1000,18842.354647023,25281
"135","100% update
zipf: 0.6",100,64,"boosting+phasing","boosting",0.6,"1","on",1000,36767.1163787669,0
"136","0% update
zipf: 0.6",100,64,"boosting+combining","boosting+combining",0.6,"0","off",1000,70074.5773507789,0
"137","0% update
zipf: 0.6",100,64,"boosting+combining+phasing","boosting+combining",0.6,"0","on",1000,69439.300394457,0
"138","20% update
zipf: 0.6",100,64,"boosting+combining","boosting+combining",0.6,"0.2","off",1000,34498.4937266197,0
"139","20% update
zipf: 0.6",100,64,"boosting+combining+phasing","boosting+combining",0.6,"0.2","on",1000,55643.2654442428,1437
"140","40% update
zipf: 0.6",100,64,"boosting+combining","boosting+combining",0.6,"0.4","off",1000,28531.33317203,4
"141","40% update
zipf: 0.6",100,64,"boosting+combining+phasing","boosting+combining",0.6,"0.4","on",1000,49111.937353026,3233
"142","60% update
zipf: 0.6",100,64,"boosting+combining","boosting+combining",0.6,"0.6","off",1000,26890.3287355408,2
"143","60% update
zipf: 0.6",100,64,"boosting+combining+phasing","boosting+combining",0.6,"0.6","on",1000,44831.3537143975,3375
"144","80% update
zipf: 0.6",100,64,"boosting+combining","boosting+combining",0.6,"0.8","off",1000,29655.3208824474,1
"145","80% update
zipf: 0.6",100,64,"boosting+combining+phasing","boosting+combining",0.6,"0.8","on",1000,42183.5869806526,2590
"146","100% update
zipf: 0.6",100,64,"boosting+combining","boosting+combining",0.6,"1","off",1000,41695.9559250593,0
"147","100% update
zipf: 0.6",100,64,"boosting+combining+phasing","boosting+combining",0.6,"1","on",1000,41170.0500625367,2
"148","0% update
zipf: 0.6",100,96,"r/w locks(baseline)","r/w locks",0.6,"0","off",1000,63386.1551292744,21
"149","0% update
zipf: 0.6",100,96,"boosting","boosting",0.6,"0","off",1000,62568.8176633933,50
"150","0% update
zipf: 0.6",100,96,"r/w locks+phasing","r/w locks",0.6,"0","on",1000,61746.3774351778,45
"151","0% update
zipf: 0.6",100,96,"boosting+phasing","boosting",0.6,"0","on",1000,63001.2309891594,34
"152","20% update
zipf: 0.6",100,96,"r/w locks(baseline)","r/w locks",0.6,"0.2","off",1000,14182.1725630623,36
"153","20% update
zipf: 0.6",100,96,"boosting","boosting",0.6,"0.2","off",1000,27751.6218231734,33
"154","20% update
zipf: 0.6",100,96,"r/w locks+phasing","r/w locks",0.6,"0.2","on",1000,40808.6314154916,39951
"155","20% update
zipf: 0.6",100,96,"boosting+phasing","boosting",0.6,"0.2","on",1000,51771.5200042316,11727
"156","40% update
zipf: 0.6",100,96,"r/w locks(baseline)","r/w locks",0.6,"0.4","off",1000,8500.68793561181,41
"157","40% update
zipf: 0.6",100,96,"boosting","boosting",0.6,"0.4","off",1000,22869.6232801239,31
"158","40% update
zipf: 0.6",100,96,"r/w locks+phasing","r/w locks",0.6,"0.4","on",1000,30399.5473425665,42583
"159","40% update
zipf: 0.6",100,96,"boosting+phasing","boosting",0.6,"0.4","on",1000,44268.6641038755,19589
"160","60% update
zipf: 0.6",100,96,"r/w locks(baseline)","r/w locks",0.6,"0.6","off",1000,6545.67984097891,48
"161","60% update
zipf: 0.6",100,96,"boosting","boosting",0.6,"0.6","off",1000,21740.341905558,35
"162","60% update
zipf: 0.6",100,96,"r/w locks+phasing","r/w locks",0.6,"0.6","on",1000,24197.0266191439,44191
"163","60% update
zipf: 0.6",100,96,"boosting+phasing","boosting",0.6,"0.6","on",1000,40603.2010361736,20778
"164","80% update
zipf: 0.6",100,96,"r/w locks(baseline)","r/w locks",0.6,"0.8","off",1000,5347.74672505982,48
"165","80% update
zipf: 0.6",100,96,"boosting","boosting",0.6,"0.8","off",1000,23410.0685852123,38
"166","80% update
zipf: 0.6",100,96,"r/w locks+phasing","r/w locks",0.6,"0.8","on",1000,20685.596813568,44837
"167","80% update
zipf: 0.6",100,96,"boosting+phasing","boosting",0.6,"0.8","on",1000,39100.3183925301,14772
"168","100% update
zipf: 0.6",100,96,"r/w locks(baseline)","r/w locks",0.6,"1","off",1000,4633.9978154894,44
"169","100% update
zipf: 0.6",100,96,"boosting","boosting",0.6,"1","off",1000,17597.1574799763,40059
"170","100% update
zipf: 0.6",100,96,"r/w locks+phasing","r/w locks",0.6,"1","on",1000,17303.5005969115,46148
"171","100% update
zipf: 0.6",100,96,"boosting+phasing","boosting",0.6,"1","on",1000,19127.2652702117,52
"172","0% update
zipf: 0.6",100,96,"boosting+combining","boosting+combining",0.6,"0","off",1000,72744.267949172,36
"173","0% update
zipf: 0.6",100,96,"boosting+combining+phasing","boosting+combining",0.6,"0","on",1000,72130.166547515,31
"174","20% update
zipf: 0.6",100,96,"boosting+combining","boosting+combining",0.6,"0.2","off",1000,32249.8218198136,21
"175","20% update
zipf: 0.6",100,96,"boosting+combining+phasing","boosting+combining",0.6,"0.2","on",1000,56073.8266133033,8737
"176","40% update
zipf: 0.6",100,96,"boosting+combining","boosting+combining",0.6,"0.4","off",1000,27718.9590145813,32
"177","40% update
zipf: 0.6",100,96,"boosting+combining+phasing","boosting+combining",0.6,"0.4","on",1000,48148.7286832472,14156
"178","60% update
zipf: 0.6",100,96,"boosting+combining","boosting+combining",0.6,"0.6","off",1000,25725.1528156679,32
"179","60% update
zipf: 0.6",100,96,"boosting+combining+phasing","boosting+combining",0.6,"0.6","on",1000,43793.6679597972,15572
"180","80% update
zipf: 0.6",100,96,"boosting+combining","boosting+combining",0.6,"0.8","off",1000,16459.9580856839,33
"181","80% update
zipf: 0.6",100,96,"boosting+combining+phasing","boosting+combining",0.6,"0.8","on",1000,41764.0248950339,12050
"182","100% update
zipf: 0.6",100,96,"boosting+combining","boosting+combining",0.6,"1","off",1000,18766.3793730694,40442
"183","100% update
zipf: 0.6",100,96,"boosting+combining+phasing","boosting+combining",0.6,"1","on",1000,20024.4061339427,60
"244","50% update
zipf: 0.6",100,4,"r/w locks(baseline)","r/w locks",0.6,"0.5","off",1000,6331.42994209871,0
"245","50% update
zipf: 0.6",100,4,"boosting","boosting",0.6,"0.5","off",1000,6333.49879567843,0
"246","50% update
zipf: 0.6",100,4,"r/w locks+phasing","r/w locks",0.6,"0.5","on",1000,6333.75200311837,0
"247","50% update
zipf: 0.6",100,4,"boosting+phasing","boosting",0.6,"0.5","on",1000,6332.90246925096,0
"248","50% update
zipf: 0.6",100,4,"boosting+combining","boosting+combining",0.6,"0.5","off",1000,6335.77867951306,0
"249","50% update
zipf: 0.6",100,4,"boosting+combining+phasing","boosting+combining",0.6,"0.5","on",1000,6335.9528814474,0
"250","50% update
zipf: 0.6",100,16,"r/w locks(baseline)","r/w locks",0.6,"0.5","off",1000,16474.3395585852,0
"251","50% update
zipf: 0.6",100,16,"boosting","boosting",0.6,"0.5","off",1000,25359.4814758099,0
"252","50% update
zipf: 0.6",100,16,"r/w locks+phasing","r/w locks",0.6,"0.5","on",1000,25004.1111166592,0
"253","50% update
zipf: 0.6",100,16,"boosting+phasing","boosting",0.6,"0.5","on",1000,25352.635906381,0
"254","50% update
zipf: 0.6",100,16,"boosting+combining","boosting+combining",0.6,"0.5","off",1000,25356.9550136151,0
"255","50% update
zipf: 0.6",100,16,"boosting+combining+phasing","boosting+combining",0.6,"0.5","on",1000,25350.3159268408,0
"256","50% update
zipf: 0.6",100,32,"r/w locks(baseline)","r/w locks",0.6,"0.5","off",1000,12376.701171946,0
"257","50% update
zipf: 0.6",100,32,"boosting","boosting",0.6,"0.5","off",1000,27544.3266830846,0
"258","50% update
zipf: 0.6",100,32,"r/w locks+phasing","r/w locks",0.6,"0.5","on",1000,27811.5939144224,4272
"259","50% update
zipf: 0.6",100,32,"boosting+phasing","boosting",0.6,"0.5","on",1000,42484.1655888739,1
"260","50% update
zipf: 0.6",100,32,"boosting+combining","boosting+combining",0.6,"0.5","off",1000,30257.8080333994,0
"261","50% update
zipf: 0.6",100,32,"boosting+combining+phasing","boosting+combining",0.6,"0.5","on",1000,44247.4074615899,0
"262","50% update
zipf: 0.6",100,64,"r/w locks(baseline)","r/w locks",0.6,"0.5","off",1000,9183.76801759182,0
"263","50% update
zipf: 0.6",100,64,"boosting","boosting",0.6,"0.5","off",1000,23588.5134264445,0
"264","50% update
zipf: 0.6",100,64,"r/w locks+phasing","r/w locks",0.6,"0.5","on",1000,26725.0841373849,23775
"265","50% update
zipf: 0.6",100,64,"boosting+phasing","boosting",0.6,"0.5","on",1000,43923.7740278602,5275
"266","50% update
zipf: 0.6",100,64,"boosting+combining","boosting+combining",0.6,"0.5","off",1000,27652.789786298,0
"267","50% update
zipf: 0.6",100,64,"boosting+combining+phasing","boosting+combining",0.6,"0.5","on",1000,46687.2654457691,3888
"268","50% update
zipf: 0.6",100,96,"r/w locks(baseline)","r/w locks",0.6,"0.5","off",1000,7460.36358939585,45
"269","50% update
zipf: 0.6",100,96,"boosting","boosting",0.6,"0.5","off",1000,21788.4318174345,43
"270","50% update
zipf: 0.6",100,96,"r/w locks+phasing","r/w locks",0.6,"0.5","on",1000,26851.97750287,43446
"271","50% update
zipf: 0.6",100,96,"boosting+phasing","boosting",0.6,"0.5","on",1000,41925.9244589238,20770
"272","50% update
zipf: 0.6",100,96,"boosting+combining","boosting+combining",0.6,"0.5","off",1000,26627.3397020192,39
"273","50% update
zipf: 0.6",100,96,"boosting+combining+phasing","boosting+combining",0.6,"0.5","on",1000,45953.2126601037,14789
"274","0% update
zipf: 0.6",100,64,"r/w locks(baseline)","r/w locks",0.6,"0","off",1000,61344.4714640692,0
"275","0% update
zipf: 0.6",100,64,"boosting","boosting",0.6,"0","off",1000,61605.098415205,0
"276","0% update
zipf: 0.6",100,64,"r/w locks+phasing","r/w locks",0.6,"0","on",1000,62098.8837841872,1
"277","0% update
zipf: 0.6",100,64,"boosting+phasing","boosting",0.6,"0","on",1000,61942.5212236218,0
"278","20% update
zipf: 0.6",100,64,"r/w locks(baseline)","r/w locks",0.6,"0.2","off",1000,16531.3614535422,0
"279","20% update
zipf: 0.6",100,64,"boosting","boosting",0.6,"0.2","off",1000,29185.4107367446,1
"280","20% update
zipf: 0.6",100,64,"r/w locks+phasing","r/w locks",0.6,"0.2","on",1000,41326.3106400326,20004
"281","20% update
zipf: 0.6",100,64,"boosting+phasing","boosting",0.6,"0.2","on",1000,52150.8465981964,3061
"282","40% update
zipf: 0.6",100,64,"r/w locks(baseline)","r/w locks",0.6,"0.4","off",1000,10981.0480104004,4
"283","40% update
zipf: 0.6",100,64,"boosting","boosting",0.6,"0.4","off",1000,24549.3283713046,0
"284","40% update
zipf: 0.6",100,64,"r/w locks+phasing","r/w locks",0.6,"0.4","on",1000,30354.4467517443,22923
"285","40% update
zipf: 0.6",100,64,"boosting+phasing","boosting",0.6,"0.4","on",1000,46073.4568228863,4876
"286","60% update
zipf: 0.6",100,64,"r/w locks(baseline)","r/w locks",0.6,"0.6","off",1000,8080.38061278135,0
"287","60% update
zipf: 0.6",100,64,"boosting","boosting",0.6,"0.6","off",1000,23710.8694862112,0
"288","60% update
zipf: 0.6",100,64,"r/w locks+phasing","r/w locks",0.6,"0.6","on",1000,24282.3492768012,24541
"289","60% update
zipf: 0.6",100,64,"boosting+phasing","boosting",0.6,"0.6","on",1000,41942.596955869,5774
"290","80% update
zipf: 0.6",100,64,"r/w locks(baseline)","r/w locks",0.6,"0.8","off",1000,6463.90882091173,0
"291","80% update
zipf: 0.6",100,64,"boosting","boosting",0.6,"0.8","off",1000,25360.6218506264,0
"292","80% update
zipf: 0.6",100,64,"r/w locks+phasing","r/w locks",0.6,"0.8","on",1000,20759.3280500562,25175
"293","80% update
zipf: 0.6",100,64,"boosting+phasing","boosting",0.6,"0.8","on",1000,38948.4357086528,5017
"294","100% update
zipf: 0.6",100,64,"r/w locks(baseline)","r/w locks",0.6,"1","off",1000,5654.14670214949,1
"295","100% update
zipf: 0.6",100,64,"boosting","boosting",0.6,"1","off",1000,38010.9353434547,1
"296","100% update
zipf: 0.6",100,64,"r/w locks+phasing","r/w locks",0.6,"1","on",1000,18975.8320190935,25368
"297","100% update
zipf: 0.6",100,64,"boosting+phasing","boosting",0.6,"1","on",1000,36920.587016002,1
"298","0% update
zipf: 0.6",100,64,"boosting+combining","boosting+combining",0.6,"0","off",1000,69627.7523833533,1
"299","0% update
zipf: 0.6",100,64,"boosting+combining+phasing","boosting+combining",0.6,"0","on",1000,70019.7399633069,0
"300","20% update
zipf: 0.6",100,64,"boosting+combining","boosting+combining",0.6,"0.2","off",1000,34566.170258585,0
"301","20% update
zipf: 0.6",100,64,"boosting+combining+phasing","boosting+combining",0.6,"0.2","on",1000,55588.0451110367,1363
"302","40% update
zipf: 0.6",100,64,"boosting+combining","boosting+combining",0.6,"0.4","off",1000,28891.5969057963,0
"303","40% update
zipf: 0.6",100,64,"boosting+combining+phasing","boosting+combining",0.6,"0.4","on",1000,49406.3863315916,3110
"304","60% update
zipf: 0.6",100,64,"boosting+combining","boosting+combining",0.6,"0.6","off",1000,27030.7049653331,2
"305","60% update
zipf: 0.6",100,64,"boosting+combining+phasing","boosting+combining",0.6,"0.6","on",1000,44579.9501141007,3804
"306","80% update
zipf: 0.6",100,64,"boosting+combining","boosting+combining",0.6,"0.8","off",1000,29147.0959157125,0
"307","80% update
zipf: 0.6",100,64,"boosting+combining+phasing","boosting+combining",0.6,"0.8","on",1000,42355.5007229939,2499
"308","100% update
zipf: 0.6",100,64,"boosting+combining","boosting+combining",0.6,"1","off",1000,41009.3469107415,0
"309","100% update
zipf: 0.6",100,64,"boosting+combining+phasing","boosting+combining",0.6,"1","on",1000,40568.5920577617,2
"310","0% update
zipf: 0.6",100,96,"r/w locks(baseline)","r/w locks",0.6,"0","off",1000,63385.4869880603,43
"311","0% update
zipf: 0.6",100,96,"boosting","boosting",0.6,"0","off",1000,64529.0849100001,32
"312","0% update
zipf: 0.6",100,96,"r/w locks+phasing","r/w locks",0.6,"0","on",1000,63518.096215268,14
"313","0% update
zipf: 0.6",100,96,"boosting+phasing","boosting",0.6,"0","on",1000,63880.1049875716,24
"314","20% update
zipf: 0.6",100,96,"r/w locks(baseline)","r/w locks",0.6,"0.2","off",1000,14333.1303683167,32
"315","20% update
zipf: 0.6",100,96,"boosting","boosting",0.6,"0.2","off",1000,26886.3062684056,30
"316","20% update
zipf: 0.6",100,96,"r/w locks+phasing","r/w locks",0.6,"0.2","on",1000,40568.0015476881,39978
"317","20% update
zipf: 0.6",100,96,"boosting+phasing","boosting",0.6,"0.2","on",1000,51560.56457127,11674
"318","40% update
zipf: 0.6",100,96,"r/w locks(baseline)","r/w locks",0.6,"0.4","off",1000,8749.51526589281,26
"319","40% update
zipf: 0.6",100,96,"boosting","boosting",0.6,"0.4","off",1000,22285.8807853357,38
"320","40% update
zipf: 0.6",100,96,"r/w locks+phasing","r/w locks",0.6,"0.4","on",1000,30206.0225943681,42690
"321","40% update
zipf: 0.6",100,96,"boosting+phasing","boosting",0.6,"0.4","on",1000,44367.9972046506,18924
"322","60% update
zipf: 0.6",100,96,"r/w locks(baseline)","r/w locks",0.6,"0.6","off",1000,6690.81891624852,39
"323","60% update
zipf: 0.6",100,96,"boosting","boosting",0.6,"0.6","off",1000,21597.8613634794,28
"324","60% update
zipf: 0.6",100,96,"r/w locks+phasing","r/w locks",0.6,"0.6","on",1000,24196.4176765633,44235
"325","60% update
zipf: 0.6",100,96,"boosting+phasing","boosting",0.6,"0.6","on",1000,40797.6236498386,20745
"326","80% update
zipf: 0.6",100,96,"r/w locks(baseline)","r/w locks",0.6,"0.8","off",1000,5377.87379486022,45
"327","80% update
zipf: 0.6",100,96,"boosting","boosting",0.6,"0.8","off",1000,22604.0946120937,48
"328","80% update
zipf: 0.6",100,96,"r/w locks+phasing","r/w locks",0.6,"0.8","on",1000,20381.2584356321,45022
"329","80% update
zipf: 0.6",100,96,"boosting+phasing","boosting",0.6,"0.8","on",1000,38007.5454758502,15229
"330","100% update
zipf: 0.6",100,96,"r/w locks(baseline)","r/w locks",0.6,"1","off",1000,4393.21859085928,47
"331","100% update
zipf: 0.6",100,96,"boosting","boosting",0.6,"1","off",1000,16699.149879263,44590
