"","name","nclients","nthreads","cc","phasing","cc_ph","rate","facet","zipf","commute_ratio","timeout_scaling","throughput","op_timeouts","txn_failed"
"1056","v0.28.1-sampa",4,96,"boosting
 + combining","on","boosting
 + combining
 + phasing",100,"50% update
zipf: 0.6",0.6,"0.5",1000,45622.3773448893,14329,0
"1057","v0.28.1-sampa",4,96,"boosting
 + combining","on","boosting
 + combining
 + phasing",100,"50% update
zipf: 0.6",0.6,"0.5",1000,45762.7712264541,14388,0
"1058","v0.28.1-sampa",4,96,"better boosting
 + combining","on","better boosting
 + combining
 + phasing",100,"50% update
zipf: 0.6",0.6,"0.5",1000,48351.6250884818,1309,0
"1059","v0.28.1-sampa",4,96,"better boosting
 + combining","on","better boosting
 + combining
 + phasing",100,"50% update
zipf: 0.6",0.6,"0.5",1000,48679.3252297344,525,0
"1060","v0.28.1-sampa",4,4,"better boosting","on","better boosting
 + phasing",100,"50% update
zipf: 0.6",0.6,"0.5",1000,6333.37774816789,1,0
"1061","v0.28.1-sampa",4,4,"better boosting
 + combining","off","better boosting
 + combining",100,"50% update
zipf: 0.6",0.6,"0.5",1000,6336.14285238365,0,0
"1062","v0.28.1-sampa",4,4,"better boosting
 + combining","on","better boosting
 + combining
 + phasing",100,"50% update
zipf: 0.6",0.6,"0.5",1000,6335.07138216529,0,0
"1063","v0.28.1-sampa",4,16,"better boosting","off","better boosting",100,"50% update
zipf: 0.6",0.6,"0.5",1000,25349.8994580054,0,0
"1064","v0.28.1-sampa",4,16,"better boosting","on","better boosting
 + phasing",100,"50% update
zipf: 0.6",0.6,"0.5",1000,25348.0429036532,0,0
"1065","v0.28.1-sampa",4,16,"better boosting
 + combining","off","better boosting
 + combining",100,"50% update
zipf: 0.6",0.6,"0.5",1000,25348.522880865,0,0
"1066","v0.28.1-sampa",4,16,"better boosting
 + combining","on","better boosting
 + combining
 + phasing",100,"50% update
zipf: 0.6",0.6,"0.5",1000,25350.7434362536,0,0
"1067","v0.28.1-sampa",4,32,"better boosting","off","better boosting",100,"50% update
zipf: 0.6",0.6,"0.5",1000,41139.5283884611,0,0
"1068","v0.28.1-sampa",4,32,"better boosting","on","better boosting
 + phasing",100,"50% update
zipf: 0.6",0.6,"0.5",1000,42126.7061584592,3,0
"1069","v0.28.1-sampa",4,32,"better boosting
 + combining","off","better boosting
 + combining",100,"50% update
zipf: 0.6",0.6,"0.5",1000,13385.5444506601,0,37488
"1070","v0.28.1-sampa",4,32,"better boosting
 + combining","on","better boosting
 + combining
 + phasing",100,"50% update
zipf: 0.6",0.6,"0.5",1000,44393.3157338263,5,0
"1071","v0.28.1-sampa",4,64,"better boosting","off","better boosting",100,"50% update
zipf: 0.6",0.6,"0.5",1000,42666.3127156889,0,0
"1072","v0.28.1-sampa",4,64,"better boosting","on","better boosting
 + phasing",100,"50% update
zipf: 0.6",0.6,"0.5",1000,43363.2229064325,2320,0
"1073","v0.28.1-sampa",4,64,"better boosting
 + combining","off","better boosting
 + combining",100,"50% update
zipf: 0.6",0.6,"0.5",1000,46541.9022590321,1,0
"1074","v0.28.1-sampa",4,64,"better boosting
 + combining","on","better boosting
 + combining
 + phasing",100,"50% update
zipf: 0.6",0.6,"0.5",1000,47036.9301118622,84,0
"1075","v0.28.1-sampa",4,96,"better boosting","off","better boosting",100,"50% update
zipf: 0.6",0.6,"0.5",1000,42524.6195758316,45,0
"1076","v0.28.1-sampa",4,96,"better boosting","on","better boosting
 + phasing",100,"50% update
zipf: 0.6",0.6,"0.5",1000,44158.2789496142,4090,0
"1077","v0.28.1-sampa",4,96,"better boosting
 + combining","off","better boosting
 + combining",100,"50% update
zipf: 0.6",0.6,"0.5",1000,48303.166147418,32,0
"1126","v0.28.1-sampa",4,64,"better boosting","off","better boosting",100,"50% update
zipf: 0.2",0.2,"0.5",1000,43923.5780398039,0,0
"1127","v0.28.1-sampa",4,64,"better boosting","off","better boosting",100,"50% update
zipf: 0.4",0.4,"0.5",1000,43143.9436675803,0,0
"1128","v0.28.1-sampa",4,64,"better boosting","off","better boosting",100,"50% update
zipf: 0.8",0.8,"0.5",1000,39563.1440091592,0,0
"1129","v0.28.1-sampa",4,64,"better boosting","off","better boosting",100,"50% update
zipf: 1",1,"0.5",1000,35269.976108309,2,0
"1130","v0.28.1-sampa",4,64,"better boosting","off","better boosting",100,"50% update
zipf: 1.2",1.2,"0.5",1000,31467.6485710968,6,0
"1131","v0.28.1-sampa",4,64,"better boosting","on","better boosting
 + phasing",100,"50% update
zipf: 0.2",0.2,"0.5",1000,45567.0417548024,73,0
"1132","v0.28.1-sampa",4,64,"better boosting","on","better boosting
 + phasing",100,"50% update
zipf: 0.4",0.4,"0.5",1000,44868.7249462423,363,0
"1133","v0.28.1-sampa",4,64,"better boosting","on","better boosting
 + phasing",100,"50% update
zipf: 0.8",0.8,"0.5",1000,41871.5519726444,1363,0
"1134","v0.28.1-sampa",4,64,"better boosting","on","better boosting
 + phasing",100,"50% update
zipf: 1",1,"0.5",1000,35519.4529842044,1994,0
"1135","v0.28.1-sampa",4,64,"better boosting","on","better boosting
 + phasing",100,"50% update
zipf: 1.2",1.2,"0.5",1000,31180.4399031284,123,0
"1136","v0.28.1-sampa",4,64,"better boosting
 + combining","off","better boosting
 + combining",100,"50% update
zipf: 0.2",0.2,"0.5",1000,45064.657103322,0,0
"1137","v0.28.1-sampa",4,64,"better boosting
 + combining","off","better boosting
 + combining",100,"50% update
zipf: 0.4",0.4,"0.5",1000,45565.3155021653,2,0
"1138","v0.28.1-sampa",4,64,"better boosting
 + combining","off","better boosting
 + combining",100,"50% update
zipf: 0.8",0.8,"0.5",1000,46995.1788279874,1,0
"1139","v0.28.1-sampa",4,64,"better boosting
 + combining","off","better boosting
 + combining",100,"50% update
zipf: 1",1,"0.5",1000,48939.5025351066,0,0
"1140","v0.28.1-sampa",4,64,"better boosting
 + combining","off","better boosting
 + combining",100,"50% update
zipf: 1.2",1.2,"0.5",1000,49479.5769717041,1,0
"1141","v0.28.1-sampa",4,64,"better boosting
 + combining","on","better boosting
 + combining
 + phasing",100,"50% update
zipf: 0.2",0.2,"0.5",1000,46570.5868301616,17,0
"1142","v0.28.1-sampa",4,64,"better boosting
 + combining","on","better boosting
 + combining
 + phasing",100,"50% update
zipf: 0.4",0.4,"0.5",1000,46840.6520469389,57,0
"1143","v0.28.1-sampa",4,64,"better boosting
 + combining","on","better boosting
 + combining
 + phasing",100,"50% update
zipf: 0.8",0.8,"0.5",1000,48888.4315762571,49,0
"1144","v0.28.1-sampa",4,64,"better boosting
 + combining","on","better boosting
 + combining
 + phasing",100,"50% update
zipf: 1",1,"0.5",1000,49255.5171761614,410,0
"1145","v0.28.1-sampa",4,64,"better boosting
 + combining","on","better boosting
 + combining
 + phasing",100,"50% update
zipf: 1.2",1.2,"0.5",1000,51005.5445137186,20,0
"1146","v0.28.1-sampa",4,96,"better boosting","off","better boosting",100,"50% update
zipf: 0.2",0.2,"0.5",1000,43059.0548965207,42,0
"1147","v0.28.1-sampa",4,96,"better boosting","off","better boosting",100,"50% update
zipf: 0.4",0.4,"0.5",1000,43011.7151681469,42,0
"1148","v0.28.1-sampa",4,96,"better boosting","off","better boosting",100,"50% update
zipf: 0.8",0.8,"0.5",1000,40262.0211642663,49,0
"1149","v0.28.1-sampa",4,96,"better boosting","off","better boosting",100,"50% update
zipf: 1",1,"0.5",1000,32144.5639582989,52,32
"1150","v0.28.1-sampa",4,96,"better boosting","off","better boosting",100,"50% update
zipf: 1.2",1.2,"0.5",1000,22161.2161513903,78,96
"1151","v0.28.1-sampa",4,96,"better boosting","on","better boosting
 + phasing",100,"50% update
zipf: 0.2",0.2,"0.5",1000,46171.7342938871,482,0
"1152","v0.28.1-sampa",4,96,"better boosting","on","better boosting
 + phasing",100,"50% update
zipf: 0.4",0.4,"0.5",1000,45666.3479955143,1784,0
"1153","v0.28.1-sampa",4,96,"better boosting","on","better boosting
 + phasing",100,"50% update
zipf: 0.8",0.8,"0.5",1000,41999.5105075508,3791,0
"1154","v0.28.1-sampa",4,96,"better boosting","on","better boosting
 + phasing",100,"50% update
zipf: 1",1,"0.5",1000,35241.0351323661,5666,0
"1155","v0.28.1-sampa",4,96,"better boosting","on","better boosting
 + phasing",100,"50% update
zipf: 1.2",1.2,"0.5",1000,23498.5106242139,400,0
"1156","v0.28.1-sampa",4,96,"better boosting
 + combining","off","better boosting
 + combining",100,"50% update
zipf: 0.2",0.2,"0.5",1000,44848.1437212983,27,0
"1157","v0.28.1-sampa",4,96,"better boosting
 + combining","off","better boosting
 + combining",100,"50% update
zipf: 0.4",0.4,"0.5",1000,46069.5526112845,42,0
"1158","v0.28.1-sampa",4,96,"better boosting
 + combining","off","better boosting
 + combining",100,"50% update
zipf: 0.8",0.8,"0.5",1000,48575.6561634177,43,0
"1159","v0.28.1-sampa",4,96,"better boosting
 + combining","off","better boosting
 + combining",100,"50% update
zipf: 1",1,"0.5",1000,50655.7653795866,64,0
"1160","v0.28.1-sampa",4,96,"better boosting
 + combining","off","better boosting
 + combining",100,"50% update
zipf: 1.2",1.2,"0.5",1000,53325.5634541969,70,0
"1161","v0.28.1-sampa",4,96,"better boosting
 + combining","on","better boosting
 + combining
 + phasing",100,"50% update
zipf: 0.2",0.2,"0.5",1000,47750.3550607328,270,0
"1162","v0.28.1-sampa",4,96,"better boosting
 + combining","on","better boosting
 + combining
 + phasing",100,"50% update
zipf: 0.4",0.4,"0.5",1000,47525.1668962594,789,0
"1163","v0.28.1-sampa",4,96,"better boosting
 + combining","on","better boosting
 + combining
 + phasing",100,"50% update
zipf: 0.8",0.8,"0.5",1000,49866.0372924108,403,0
"1164","v0.28.1-sampa",4,96,"better boosting
 + combining","on","better boosting
 + combining
 + phasing",100,"50% update
zipf: 1",1,"0.5",1000,51630.4621209113,1120,0
"1165","v0.28.1-sampa",4,96,"better boosting
 + combining","on","better boosting
 + combining
 + phasing",100,"50% update
zipf: 1.2",1.2,"0.5",1000,54172.6028122766,976,0
"1166","v0.28.1-sampa",4,4,"better boosting","off","better boosting",100,"50% update
zipf: 0.6",0.6,"0.5",1000,6333.80979512143,0,0
"1167","v0.28.1-sampa",4,4,"better boosting","on","better boosting
 + phasing",100,"50% update
zipf: 0.6",0.6,"0.5",1000,6334.00523080511,0,0
"1168","v0.28.1-sampa",4,4,"better boosting
 + combining","off","better boosting
 + combining",100,"50% update
zipf: 0.6",0.6,"0.5",1000,6334.50155244327,0,0
"1169","v0.28.1-sampa",4,4,"better boosting
 + combining","on","better boosting
 + combining
 + phasing",100,"50% update
zipf: 0.6",0.6,"0.5",1000,6335.0767898191,0,0
"1170","v0.28.1-sampa",4,16,"better boosting","off","better boosting",100,"50% update
zipf: 0.6",0.6,"0.5",1000,25350.5165278938,0,0
"1171","v0.28.1-sampa",4,16,"better boosting","on","better boosting
 + phasing",100,"50% update
zipf: 0.6",0.6,"0.5",1000,25344.3460138957,0,0
"1172","v0.28.1-sampa",4,16,"better boosting
 + combining","off","better boosting
 + combining",100,"50% update
zipf: 0.6",0.6,"0.5",1000,25351.7825513724,0,0
"1173","v0.28.1-sampa",4,16,"better boosting
 + combining","on","better boosting
 + combining
 + phasing",100,"50% update
zipf: 0.6",0.6,"0.5",1000,25349.1925577493,0,0
"1174","v0.28.1-sampa",4,32,"better boosting","off","better boosting",100,"50% update
zipf: 0.6",0.6,"0.5",1000,42274.8008352286,0,0
"1175","v0.28.1-sampa",4,32,"better boosting","on","better boosting
 + phasing",100,"50% update
zipf: 0.6",0.6,"0.5",1000,42635.275339186,0,0
"1176","v0.28.1-sampa",4,32,"better boosting
 + combining","off","better boosting
 + combining",100,"50% update
zipf: 0.6",0.6,"0.5",1000,43756.0184076823,0,0
"1177","v0.28.1-sampa",4,32,"better boosting
 + combining","on","better boosting
 + combining
 + phasing",100,"50% update
zipf: 0.6",0.6,"0.5",1000,44301.1038701955,0,0
"1178","v0.28.1-sampa",4,64,"better boosting","off","better boosting",100,"50% update
zipf: 0.6",0.6,"0.5",1000,42139.8543391343,0,0
"1179","v0.28.1-sampa",4,64,"better boosting","on","better boosting
 + phasing",100,"50% update
zipf: 0.6",0.6,"0.5",1000,44702.9801456253,2142,0
"1180","v0.28.1-sampa",4,64,"better boosting
 + combining","off","better boosting
 + combining",100,"50% update
zipf: 0.6",0.6,"0.5",1000,45953.0358784122,1,0
"1181","v0.28.1-sampa",4,64,"better boosting
 + combining","on","better boosting
 + combining
 + phasing",100,"50% update
zipf: 0.6",0.6,"0.5",1000,47211.4698670454,167,0
"1182","v0.28.1-sampa",4,96,"better boosting","off","better boosting",100,"50% update
zipf: 0.6",0.6,"0.5",1000,42506.5536872766,38,0
"1183","v0.28.1-sampa",4,96,"better boosting","on","better boosting
 + phasing",100,"50% update
zipf: 0.6",0.6,"0.5",1000,44659.0149836272,4238,0
"1184","v0.28.1-sampa",4,96,"better boosting
 + combining","off","better boosting
 + combining",100,"50% update
zipf: 0.6",0.6,"0.5",1000,47104.5339424939,30,0
"1233","v0.28.1-sampa",4,64,"better boosting","off","better boosting",100,"50% update
zipf: 0.2",0.2,"0.5",1000,43574.2895921896,5,0
"1234","v0.28.1-sampa",4,64,"better boosting","off","better boosting",100,"50% update
zipf: 0.4",0.4,"0.5",1000,43353.0676719675,0,0
"1235","v0.28.1-sampa",4,64,"better boosting","off","better boosting",100,"50% update
zipf: 0.8",0.8,"0.5",1000,40768.4395633564,1,0
"1236","v0.28.1-sampa",4,64,"better boosting","off","better boosting",100,"50% update
zipf: 1",1,"0.5",1000,35198.7260301241,2,0
"1237","v0.28.1-sampa",4,64,"better boosting","off","better boosting",100,"50% update
zipf: 1.2",1.2,"0.5",1000,30395.4142561435,1,0
"1238","v0.28.1-sampa",4,64,"better boosting","on","better boosting
 + phasing",100,"50% update
zipf: 0.2",0.2,"0.5",1000,45217.8414630504,36,0
"1239","v0.28.1-sampa",4,64,"better boosting","on","better boosting
 + phasing",100,"50% update
zipf: 0.4",0.4,"0.5",1000,44857.4661459284,301,0
"1240","v0.28.1-sampa",4,64,"better boosting","on","better boosting
 + phasing",100,"50% update
zipf: 0.8",0.8,"0.5",1000,40991.6478502913,1669,0
"1241","v0.28.1-sampa",4,64,"better boosting","on","better boosting
 + phasing",100,"50% update
zipf: 1",1,"0.5",1000,35703.5578233322,2086,0
"1242","v0.28.1-sampa",4,64,"better boosting","on","better boosting
 + phasing",100,"50% update
zipf: 1.2",1.2,"0.5",1000,30344.1881411721,1675,0
"1243","v0.28.1-sampa",4,64,"better boosting
 + combining","off","better boosting
 + combining",100,"50% update
zipf: 0.2",0.2,"0.5",1000,45569.3581780538,0,0
"1244","v0.28.1-sampa",4,64,"better boosting
 + combining","off","better boosting
 + combining",100,"50% update
zipf: 0.4",0.4,"0.5",1000,45470.8341628509,3,0
"1245","v0.28.1-sampa",4,64,"better boosting
 + combining","off","better boosting
 + combining",100,"50% update
zipf: 0.8",0.8,"0.5",1000,47787.7539102679,7,0
"1246","v0.28.1-sampa",4,64,"better boosting
 + combining","off","better boosting
 + combining",100,"50% update
zipf: 1",1,"0.5",1000,48336.7616418723,3,0
"1247","v0.28.1-sampa",4,64,"better boosting
 + combining","off","better boosting
 + combining",100,"50% update
zipf: 1.2",1.2,"0.5",1000,49645.5613880243,0,0
"1248","v0.28.1-sampa",4,64,"better boosting
 + combining","on","better boosting
 + combining
 + phasing",100,"50% update
zipf: 0.2",0.2,"0.5",1000,46029.193640976,10,0
"1249","v0.28.1-sampa",4,64,"better boosting
 + combining","on","better boosting
 + combining
 + phasing",100,"50% update
zipf: 0.4",0.4,"0.5",1000,46471.035244849,63,0
"1250","v0.28.1-sampa",4,64,"better boosting
 + combining","on","better boosting
 + combining
 + phasing",100,"50% update
zipf: 0.8",0.8,"0.5",1000,47978.552563473,587,0
"1251","v0.28.1-sampa",4,64,"better boosting
 + combining","on","better boosting
 + combining
 + phasing",100,"50% update
zipf: 1",1,"0.5",1000,50180.6867223289,1314,0
"1252","v0.28.1-sampa",4,64,"better boosting
 + combining","on","better boosting
 + combining
 + phasing",100,"50% update
zipf: 1.2",1.2,"0.5",1000,49694.5723880696,42,0
"1253","v0.28.1-sampa",4,96,"better boosting","off","better boosting",100,"50% update
zipf: 0.2",0.2,"0.5",1000,43183.2132085404,25,0
"1254","v0.28.1-sampa",4,96,"better boosting","off","better boosting",100,"50% update
zipf: 0.4",0.4,"0.5",1000,43073.4392949722,33,0
"1255","v0.28.1-sampa",4,96,"better boosting","off","better boosting",100,"50% update
zipf: 0.8",0.8,"0.5",1000,39685.5668567608,41,16
"1256","v0.28.1-sampa",4,96,"better boosting","off","better boosting",100,"50% update
zipf: 1",1,"0.5",1000,31330.6635776932,71,48
"1257","v0.28.1-sampa",4,96,"better boosting","off","better boosting",100,"50% update
zipf: 1.2",1.2,"0.5",1000,23875.087305817,86,48
"1258","v0.28.1-sampa",4,96,"better boosting","on","better boosting
 + phasing",100,"50% update
zipf: 0.2",0.2,"0.5",1000,45548.8022881659,581,0
"1259","v0.28.1-sampa",4,96,"better boosting","on","better boosting
 + phasing",100,"50% update
zipf: 0.4",0.4,"0.5",1000,45094.843778936,1957,0
"1260","v0.28.1-sampa",4,96,"better boosting","on","better boosting
 + phasing",100,"50% update
zipf: 0.8",0.8,"0.5",1000,42320.4814496396,4130,0
"1261","v0.28.1-sampa",4,96,"better boosting","on","better boosting
 + phasing",100,"50% update
zipf: 1",1,"0.5",1000,35113.497520028,5203,0
"1262","v0.28.1-sampa",4,96,"better boosting","on","better boosting
 + phasing",100,"50% update
zipf: 1.2",1.2,"0.5",1000,26097.8676655504,3354,0
"1263","v0.28.1-sampa",4,96,"better boosting
 + combining","off","better boosting
 + combining",100,"50% update
zipf: 0.2",0.2,"0.5",1000,45583.5822180429,39,0
"1264","v0.28.1-sampa",4,96,"better boosting
 + combining","off","better boosting
 + combining",100,"50% update
zipf: 0.4",0.4,"0.5",1000,45797.8998106387,43,0
"1265","v0.28.1-sampa",4,96,"better boosting
 + combining","off","better boosting
 + combining",100,"50% update
zipf: 0.8",0.8,"0.5",1000,48398.2391685698,50,0
"1266","v0.28.1-sampa",4,96,"better boosting
 + combining","off","better boosting
 + combining",100,"50% update
zipf: 1",1,"0.5",1000,52104.1707356636,53,0
"1267","v0.28.1-sampa",4,96,"better boosting
 + combining","off","better boosting
 + combining",100,"50% update
zipf: 1.2",1.2,"0.5",1000,51623.7708988578,71,0
"1268","v0.28.1-sampa",4,96,"better boosting
 + combining","on","better boosting
 + combining
 + phasing",100,"50% update
zipf: 0.2",0.2,"0.5",1000,47486.1466960615,350,0
"1269","v0.28.1-sampa",4,96,"better boosting
 + combining","on","better boosting
 + combining
 + phasing",100,"50% update
zipf: 0.4",0.4,"0.5",1000,47666.3025126626,589,0
"1270","v0.28.1-sampa",4,96,"better boosting
 + combining","on","better boosting
 + combining
 + phasing",100,"50% update
zipf: 0.8",0.8,"0.5",1000,50038.7961283318,503,0
"1271","v0.28.1-sampa",4,96,"better boosting
 + combining","on","better boosting
 + combining
 + phasing",100,"50% update
zipf: 1",1,"0.5",1000,52564.8308142499,1131,0
"1272","v0.28.1-sampa",4,96,"better boosting
 + combining","on","better boosting
 + combining
 + phasing",100,"50% update
zipf: 1.2",1.2,"0.5",1000,53635.9393154952,1028,0
"1273","v0.28.1-sampa",4,4,"better boosting","off","better boosting",100,"50% update
zipf: 0.6",0.6,"0.5",1000,6335.16121079669,0,0
"1274","v0.28.1-sampa",4,4,"better boosting","on","better boosting
 + phasing",100,"50% update
zipf: 0.6",0.6,"0.5",1000,6331.92079102369,0,0
"1275","v0.28.1-sampa",4,4,"better boosting
 + combining","off","better boosting
 + combining",100,"50% update
zipf: 0.6",0.6,"0.5",1000,6336.2061785606,0,0
"1276","v0.28.1-sampa",4,4,"better boosting
 + combining","on","better boosting
 + combining
 + phasing",100,"50% update
zipf: 0.6",0.6,"0.5",1000,6332.3694415202,0,0
"1277","v0.28.1-sampa",4,16,"better boosting","off","better boosting",100,"50% update
zipf: 0.6",0.6,"0.5",1000,25355.2902319325,0,0
"1278","v0.28.1-sampa",4,16,"better boosting","on","better boosting
 + phasing",100,"50% update
zipf: 0.6",0.6,"0.5",1000,25350.0945481663,0,0
"1279","v0.28.1-sampa",4,16,"better boosting
 + combining","off","better boosting
 + combining",100,"50% update
zipf: 0.6",0.6,"0.5",1000,25351.9513640571,0,0
"1280","v0.28.1-sampa",4,16,"better boosting
 + combining","on","better boosting
 + combining
 + phasing",100,"50% update
zipf: 0.6",0.6,"0.5",1000,25350.2107457002,0,0
"1281","v0.28.1-sampa",4,32,"better boosting","off","better boosting",100,"50% update
zipf: 0.6",0.6,"0.5",1000,41537.1313797736,0,0
"1282","v0.28.1-sampa",4,32,"better boosting","on","better boosting
 + phasing",100,"50% update
zipf: 0.6",0.6,"0.5",1000,42382.6085799977,1,0
"1283","v0.28.1-sampa",4,32,"better boosting
 + combining","off","better boosting
 + combining",100,"50% update
zipf: 0.6",0.6,"0.5",1000,44014.0589825526,0,0
"1284","v0.28.1-sampa",4,32,"better boosting
 + combining","on","better boosting
 + combining
 + phasing",100,"50% update
zipf: 0.6",0.6,"0.5",1000,44356.988718167,0,0
"1285","v0.28.1-sampa",4,64,"better boosting","off","better boosting",100,"50% update
zipf: 0.6",0.6,"0.5",1000,42010.0936030712,0,0
"1286","v0.28.1-sampa",4,64,"better boosting","on","better boosting
 + phasing",100,"50% update
zipf: 0.6",0.6,"0.5",1000,43463.8737902691,2370,0
"1287","v0.28.1-sampa",4,64,"better boosting
 + combining","off","better boosting
 + combining",100,"50% update
zipf: 0.6",0.6,"0.5",1000,46137.63634916,0,0
"1288","v0.28.1-sampa",4,64,"better boosting
 + combining","on","better boosting
 + combining
 + phasing",100,"50% update
zipf: 0.6",0.6,"0.5",1000,47449.2718035844,76,0
"1289","v0.28.1-sampa",4,96,"better boosting","off","better boosting",100,"50% update
zipf: 0.6",0.6,"0.5",1000,41478.5392027381,39,0
"1290","v0.28.1-sampa",4,96,"better boosting","on","better boosting
 + phasing",100,"50% update
zipf: 0.6",0.6,"0.5",1000,44448.6179076842,4086,0
"1291","v0.28.1-sampa",4,96,"better boosting
 + combining","off","better boosting
 + combining",100,"50% update
zipf: 0.6",0.6,"0.5",1000,47189.7943106062,39,0
"1340","v0.28.1-sampa",4,64,"better boosting","off","better boosting",100,"50% update
zipf: 0.2",0.2,"0.5",1000,43962.1176423741,0,0
"1341","v0.28.1-sampa",4,64,"better boosting","off","better boosting",100,"50% update
zipf: 0.4",0.4,"0.5",1000,43221.0150458277,3,0
"1342","v0.28.1-sampa",4,64,"better boosting","off","better boosting",100,"50% update
zipf: 0.8",0.8,"0.5",1000,40963.206263893,1,0
"1343","v0.28.1-sampa",4,64,"better boosting","off","better boosting",100,"50% update
zipf: 1",1,"0.5",1000,36841.9795357726,0,0
"1344","v0.28.1-sampa",4,64,"better boosting","off","better boosting",100,"50% update
zipf: 1.2",1.2,"0.5",1000,31326.8342195259,1,0
"1345","v0.28.1-sampa",4,64,"better boosting","on","better boosting
 + phasing",100,"50% update
zipf: 0.2",0.2,"0.5",1000,45143.5910881592,34,0
"1346","v0.28.1-sampa",4,64,"better boosting","on","better boosting
 + phasing",100,"50% update
zipf: 0.4",0.4,"0.5",1000,44694.0279188323,512,0
"1347","v0.28.1-sampa",4,64,"better boosting","on","better boosting
 + phasing",100,"50% update
zipf: 0.8",0.8,"0.5",1000,40434.7033053768,2250,0
"1348","v0.28.1-sampa",4,64,"better boosting","on","better boosting
 + phasing",100,"50% update
zipf: 1",1,"0.5",1000,36562.0396299786,139,0
"1349","v0.28.1-sampa",4,64,"better boosting","on","better boosting
 + phasing",100,"50% update
zipf: 1.2",1.2,"0.5",1000,30714.2194478682,1733,0
"1350","v0.28.1-sampa",4,64,"better boosting
 + combining","off","better boosting
 + combining",100,"50% update
zipf: 0.2",0.2,"0.5",1000,44804.0354428699,1,0
"1351","v0.28.1-sampa",4,64,"better boosting
 + combining","off","better boosting
 + combining",100,"50% update
zipf: 0.4",0.4,"0.5",1000,45580.1205798717,0,0
"1352","v0.28.1-sampa",4,64,"better boosting
 + combining","off","better boosting
 + combining",100,"50% update
zipf: 0.8",0.8,"0.5",1000,49450.4619305511,0,0
"1353","v0.28.1-sampa",4,64,"better boosting
 + combining","off","better boosting
 + combining",100,"50% update
zipf: 1",1,"0.5",1000,48277.3130158056,0,0
"1354","v0.28.1-sampa",4,64,"better boosting
 + combining","off","better boosting
 + combining",100,"50% update
zipf: 1.2",1.2,"0.5",1000,49136.7257356527,0,0
"1355","v0.28.1-sampa",4,64,"better boosting
 + combining","on","better boosting
 + combining
 + phasing",100,"50% update
zipf: 0.2",0.2,"0.5",1000,46494.4649446494,18,0
"1356","v0.28.1-sampa",4,64,"better boosting
 + combining","on","better boosting
 + combining
 + phasing",100,"50% update
zipf: 0.4",0.4,"0.5",1000,46982.150738161,106,0
"1357","v0.28.1-sampa",4,64,"better boosting
 + combining","on","better boosting
 + combining
 + phasing",100,"50% update
zipf: 0.8",0.8,"0.5",1000,48144.0924867767,91,0
"1358","v0.28.1-sampa",4,64,"better boosting
 + combining","on","better boosting
 + combining
 + phasing",100,"50% update
zipf: 1",1,"0.5",1000,49837.9978364316,78,0
"1359","v0.28.1-sampa",4,64,"better boosting
 + combining","on","better boosting
 + combining
 + phasing",100,"50% update
zipf: 1.2",1.2,"0.5",1000,50107.1451087876,61,0
"1360","v0.28.1-sampa",4,96,"better boosting","off","better boosting",100,"50% update
zipf: 0.2",0.2,"0.5",1000,43531.9009446613,26,0
"1361","v0.28.1-sampa",4,96,"better boosting","off","better boosting",100,"50% update
zipf: 0.4",0.4,"0.5",1000,43196.6152083878,44,0
"1362","v0.28.1-sampa",4,96,"better boosting","off","better boosting",100,"50% update
zipf: 0.8",0.8,"0.5",1000,38446.3358194873,56,16
"1363","v0.28.1-sampa",4,96,"better boosting","off","better boosting",100,"50% update
zipf: 1",1,"0.5",1000,35642.1696477037,60,64
"1364","v0.28.1-sampa",4,96,"better boosting","off","better boosting",100,"50% update
zipf: 1.2",1.2,"0.5",1000,24671.0661309646,79,32
"1365","v0.28.1-sampa",4,96,"better boosting","on","better boosting
 + phasing",100,"50% update
zipf: 0.2",0.2,"0.5",1000,45795.7754171784,477,0
"1366","v0.28.1-sampa",4,96,"better boosting","on","better boosting
 + phasing",100,"50% update
zipf: 0.4",0.4,"0.5",1000,44832.8042328042,2287,0
"1367","v0.28.1-sampa",4,96,"better boosting","on","better boosting
 + phasing",100,"50% update
zipf: 0.8",0.8,"0.5",1000,41820.789572827,6098,0
"1368","v0.28.1-sampa",4,96,"better boosting","on","better boosting
 + phasing",100,"50% update
zipf: 1",1,"0.5",1000,36485.7706843363,2799,0
"1369","v0.28.1-sampa",4,96,"better boosting","on","better boosting
 + phasing",100,"50% update
zipf: 1.2",1.2,"0.5",1000,30446.5556622199,1307,0
"1370","v0.28.1-sampa",4,96,"better boosting
 + combining","off","better boosting
 + combining",100,"50% update
zipf: 0.2",0.2,"0.5",1000,45327.2318486902,45,0
"1371","v0.28.1-sampa",4,96,"better boosting
 + combining","off","better boosting
 + combining",100,"50% update
zipf: 0.4",0.4,"0.5",1000,45886.1848899717,57,0
"1372","v0.28.1-sampa",4,96,"better boosting
 + combining","off","better boosting
 + combining",100,"50% update
zipf: 0.8",0.8,"0.5",1000,49397.2138354786,51,0
"1373","v0.28.1-sampa",4,96,"better boosting
 + combining","off","better boosting
 + combining",100,"50% update
zipf: 1",1,"0.5",1000,52356.8945538818,56,0
"1374","v0.28.1-sampa",4,96,"better boosting
 + combining","off","better boosting
 + combining",100,"50% update
zipf: 1.2",1.2,"0.5",1000,52089.3521078264,72,0
