"","facet","rate","nthreads","cc_ph","cc","zipf","label","commute_ratio","phasing","timeout_scaling","throughput","op_timeouts"
"210","100% update
zipf: 0.6",100,64,"boosting","boosting",0.6,"64@100 <1894>","1","off",200,33976.0113682662,1894
"211","100% update
zipf: 0.6",100,96,"boosting","boosting",0.6,"96@100 <43973>","1","off",200,16964.1495041953,43973
"212","100% update
zipf: 0.6",100,16,"r/w locks
 + phasing","r/w locks",0.6,"16@100 <0>","1","on",200,20189.2643711818,0
"213","100% update
zipf: 0.6",100,64,"r/w locks
 + phasing","r/w locks",0.6,"64@100 <40>","1","on",200,20791.6390900201,40
"214","100% update
zipf: 0.6",100,96,"r/w locks
 + phasing","r/w locks",0.6,"96@100 <76>","1","on",200,21484.8549243972,76
"215","100% update
zipf: 0.6",100,16,"boosting
 + phasing","boosting",0.6,"16@100 <0>","1","on",200,25350.4155723981,0
"216","100% update
zipf: 0.6",100,64,"boosting
 + phasing","boosting",0.6,"64@100 <7>","1","on",200,35566.3956998797,7
"217","100% update
zipf: 0.6",100,96,"boosting
 + phasing","boosting",0.6,"96@100 <18>","1","on",200,18561.9715194157,18
"218","0% update
zipf: 0.6",100,16,"boosting
 + combining","boosting
 + combining",0.6,"16@100 <0>","0","off",200,25353.3464239358,0
"219","0% update
zipf: 0.6",100,64,"boosting
 + combining","boosting
 + combining",0.6,"64@100 <8>","0","off",200,77198.2331558315,8
"220","0% update
zipf: 0.6",100,96,"boosting
 + combining","boosting
 + combining",0.6,"96@100 <19>","0","off",200,84022.5945377804,19
"221","0% update
zipf: 0.6",100,16,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"16@100 <0>","0","on",200,25347.9843728162,0
"222","0% update
zipf: 0.6",100,64,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"64@100 <1>","0","on",200,76974.8645469156,1
"223","0% update
zipf: 0.6",100,96,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"96@100 <28>","0","on",200,82489.4740668768,28
"224","20% update
zipf: 0.6",100,16,"boosting
 + combining","boosting
 + combining",0.6,"16@100 <0>","0.2","off",200,25349.2288542312,0
"225","20% update
zipf: 0.6",100,64,"boosting
 + combining","boosting
 + combining",0.6,"64@100 <0>","0.2","off",200,37345.495467251,0
"226","20% update
zipf: 0.6",100,96,"boosting
 + combining","boosting
 + combining",0.6,"96@100 <9>","0.2","off",200,36410.0010223971,9
"227","20% update
zipf: 0.6",100,16,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"16@100 <0>","0.2","on",200,25344.0775393505,0
"228","20% update
zipf: 0.6",100,64,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"64@100 <15>","0.2","on",200,58693.1982010347,15
"229","20% update
zipf: 0.6",100,96,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"96@100 <32>","0.2","on",200,61980.6769669975,32
"230","40% update
zipf: 0.6",100,16,"boosting
 + combining","boosting
 + combining",0.6,"16@100 <0>","0.4","off",200,25345.3221609174,0
"231","40% update
zipf: 0.6",100,64,"boosting
 + combining","boosting
 + combining",0.6,"64@100 <0>","0.4","off",200,29925.2450777802,0
"232","40% update
zipf: 0.6",100,96,"boosting
 + combining","boosting
 + combining",0.6,"96@100 <19>","0.4","off",200,28750.7659868876,19
"233","40% update
zipf: 0.6",100,16,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"16@100 <0>","0.4","on",200,25339.1062995664,0
"234","40% update
zipf: 0.6",100,64,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"64@100 <12>","0.4","on",200,48770.9036469805,12
"235","40% update
zipf: 0.6",100,96,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"96@100 <38>","0.4","on",200,52657.6664279656,38
"236","60% update
zipf: 0.6",100,16,"boosting
 + combining","boosting
 + combining",0.6,"16@100 <0>","0.6","off",200,25350.683928512,0
"237","60% update
zipf: 0.6",100,64,"boosting
 + combining","boosting
 + combining",0.6,"64@100 <0>","0.6","off",200,28554.963395229,0
"238","60% update
zipf: 0.6",100,96,"boosting
 + combining","boosting
 + combining",0.6,"96@100 <13>","0.6","off",200,27697.1089588697,13
"239","60% update
zipf: 0.6",100,16,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"16@100 <0>","0.6","on",200,25348.7489766169,0
"240","60% update
zipf: 0.6",100,64,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"64@100 <8>","0.6","on",200,43437.1345949366,8
"241","60% update
zipf: 0.6",100,96,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"96@100 <37>","0.6","on",200,45753.3025393482,37
"242","80% update
zipf: 0.6",100,16,"boosting
 + combining","boosting
 + combining",0.6,"16@100 <0>","0.8","off",200,25344.5894907776,0
"243","80% update
zipf: 0.6",100,64,"boosting
 + combining","boosting
 + combining",0.6,"64@100 <0>","0.8","off",200,18687.547786654,0
"244","80% update
zipf: 0.6",100,96,"boosting
 + combining","boosting
 + combining",0.6,"96@100 <23>","0.8","off",200,27976.3262274772,23
"245","80% update
zipf: 0.6",100,16,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"16@100 <0>","0.8","on",200,25352.2608131272,0
"246","80% update
zipf: 0.6",100,64,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"64@100 <15>","0.8","on",200,40491.0372781673,15
"247","80% update
zipf: 0.6",100,96,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"96@100 <48>","0.8","on",200,41695.7599400642,48
"248","100% update
zipf: 0.6",100,16,"boosting
 + combining","boosting
 + combining",0.6,"16@100 <0>","1","off",200,25346.3712066246,0
"249","100% update
zipf: 0.6",100,64,"boosting
 + combining","boosting
 + combining",0.6,"64@100 <760>","1","off",200,38698.1848545697,760
"250","100% update
zipf: 0.6",100,96,"boosting
 + combining","boosting
 + combining",0.6,"96@100 <25785>","1","off",200,19770.0694017974,25785
"251","100% update
zipf: 0.6",100,16,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"16@100 <0>","1","on",200,25352.6302475135,0
"252","100% update
zipf: 0.6",100,64,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"64@100 <0>","1","on",200,37460.8203452515,0
"253","100% update
zipf: 0.6",100,96,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"96@100 <40>","1","on",200,19329.5462792524,40
"344","50% update
zipf: 0.6",100,4,"r/w locks","r/w locks",0.6,"4@100 <0>","0.5","off",200,6338.99807103521,0
"345","50% update
zipf: 0.6",100,16,"r/w locks","r/w locks",0.6,"16@100 <0>","0.5","off",200,17305.8824703116,0
"346","50% update
zipf: 0.6",100,32,"r/w locks","r/w locks",0.6,"32@100 <0>","0.5","off",200,12198.0056838999,0
"347","50% update
zipf: 0.6",100,64,"r/w locks","r/w locks",0.6,"64@100 <0>","0.5","off",200,9081.48268839104,0
"348","50% update
zipf: 0.6",100,96,"r/w locks","r/w locks",0.6,"96@100 <15>","0.5","off",200,7640.4595891317,15
"349","50% update
zipf: 0.6",100,4,"boosting","boosting",0.6,"4@100 <0>","0.5","off",200,6338.80800879502,0
"350","50% update
zipf: 0.6",100,16,"boosting","boosting",0.6,"16@100 <0>","0.5","off",200,25353.1514380995,0
"351","50% update
zipf: 0.6",100,32,"boosting","boosting",0.6,"32@100 <0>","0.5","off",200,28615.4755618435,0
"352","50% update
zipf: 0.6",100,64,"boosting","boosting",0.6,"64@100 <4>","0.5","off",200,25126.0081978051,4
"353","50% update
zipf: 0.6",100,96,"boosting","boosting",0.6,"96@100 <24>","0.5","off",200,22818.712605329,24
"354","50% update
zipf: 0.6",100,4,"r/w locks
 + phasing","r/w locks",0.6,"4@100 <0>","0.5","on",200,6339.25656452591,0
"355","50% update
zipf: 0.6",100,16,"r/w locks
 + phasing","r/w locks",0.6,"16@100 <0>","0.5","on",200,24878.9968318202,0
"356","50% update
zipf: 0.6",100,32,"r/w locks
 + phasing","r/w locks",0.6,"32@100 <37>","0.5","on",200,29037.766591118,37
"357","50% update
zipf: 0.6",100,64,"r/w locks
 + phasing","r/w locks",0.6,"64@100 <7154>","0.5","on",200,30517.2790437592,7154
"358","50% update
zipf: 0.6",100,96,"r/w locks
 + phasing","r/w locks",0.6,"96@100 <7825>","0.5","on",200,30448.0543816798,7825
"359","50% update
zipf: 0.6",100,4,"boosting
 + phasing","boosting",0.6,"4@100 <0>","0.5","on",200,6338.8713616087,0
"360","50% update
zipf: 0.6",100,16,"boosting
 + phasing","boosting",0.6,"16@100 <0>","0.5","on",200,25345.8598323366,0
"361","50% update
zipf: 0.6",100,32,"boosting
 + phasing","boosting",0.6,"32@100 <1>","0.5","on",200,42195.4299538742,1
"362","50% update
zipf: 0.6",100,64,"boosting
 + phasing","boosting",0.6,"64@100 <13>","0.5","on",200,42679.6924899642,13
"363","50% update
zipf: 0.6",100,96,"boosting
 + phasing","boosting",0.6,"96@100 <50>","0.5","on",200,45780.2536728406,50
"364","50% update
zipf: 0.6",100,4,"boosting
 + combining","boosting
 + combining",0.6,"4@100 <0>","0.5","off",200,6338.82912625887,0
"365","50% update
zipf: 0.6",100,16,"boosting
 + combining","boosting
 + combining",0.6,"16@100 <0>","0.5","off",200,25345.4644685085,0
"366","50% update
zipf: 0.6",100,32,"boosting
 + combining","boosting
 + combining",0.6,"32@100 <0>","0.5","off",200,5219.75021578678,0
"367","50% update
zipf: 0.6",100,64,"boosting
 + combining","boosting
 + combining",0.6,"64@100 <0>","0.5","off",200,28855.3047217398,0
"368","50% update
zipf: 0.6",100,96,"boosting
 + combining","boosting
 + combining",0.6,"96@100 <13>","0.5","off",200,27178.4150526606,13
"369","50% update
zipf: 0.6",100,4,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"4@100 <0>","0.5","on",200,6337.5889549295,0
"370","50% update
zipf: 0.6",100,16,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"16@100 <0>","0.5","on",200,25342.3590726652,0
"371","50% update
zipf: 0.6",100,32,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"32@100 <0>","0.5","on",200,42085.2274237712,0
"372","50% update
zipf: 0.6",100,64,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"64@100 <12>","0.5","on",200,44530.8472644629,12
"373","50% update
zipf: 0.6",100,96,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"96@100 <31>","0.5","on",200,48723.3101079814,31
"374","0% update
zipf: 0.6",100,16,"r/w locks","r/w locks",0.6,"16@100 <0>","0","off",200,25349.075565376,0
"375","0% update
zipf: 0.6",100,64,"r/w locks","r/w locks",0.6,"64@100 <0>","0","off",200,69714.9977464938,0
"376","0% update
zipf: 0.6",100,96,"r/w locks","r/w locks",0.6,"96@100 <23>","0","off",200,71461.8445228748,23
"377","0% update
zipf: 0.6",100,16,"boosting","boosting",0.6,"16@100 <0>","0","off",200,25348.9966388233,0
"378","0% update
zipf: 0.6",100,64,"boosting","boosting",0.6,"64@100 <0>","0","off",200,68836.6297258603,0
"379","0% update
zipf: 0.6",100,96,"boosting","boosting",0.6,"96@100 <1>","0","off",200,68939.8790113423,1
"380","0% update
zipf: 0.6",100,16,"r/w locks
 + phasing","r/w locks",0.6,"16@100 <0>","0","on",200,25342.907912338,0
"381","0% update
zipf: 0.6",100,64,"r/w locks
 + phasing","r/w locks",0.6,"64@100 <0>","0","on",200,69716.9708156185,0
"382","0% update
zipf: 0.6",100,96,"r/w locks
 + phasing","r/w locks",0.6,"96@100 <25>","0","on",200,71302.8308619459,25
"383","0% update
zipf: 0.6",100,16,"boosting
 + phasing","boosting",0.6,"16@100 <0>","0","on",200,25357.0156784047,0
"384","0% update
zipf: 0.6",100,64,"boosting
 + phasing","boosting",0.6,"64@100 <9>","0","on",200,69315.0149543421,9
"385","0% update
zipf: 0.6",100,96,"boosting
 + phasing","boosting",0.6,"96@100 <13>","0","on",200,72122.5521788707,13
"386","20% update
zipf: 0.6",100,16,"r/w locks","r/w locks",0.6,"16@100 <0>","0.2","off",200,25346.7297215446,0
"387","20% update
zipf: 0.6",100,64,"r/w locks","r/w locks",0.6,"64@100 <1>","0.2","off",200,17581.038826101,1
"388","20% update
zipf: 0.6",100,96,"r/w locks","r/w locks",0.6,"96@100 <22>","0.2","off",200,17256.1431577483,22
"389","20% update
zipf: 0.6",100,16,"boosting","boosting",0.6,"16@100 <10>","0.2","off",200,25340.6772610034,10
"390","20% update
zipf: 0.6",100,64,"boosting","boosting",0.6,"64@100 <0>","0.2","off",200,31642.7297070964,0
"391","20% update
zipf: 0.6",100,96,"boosting","boosting",0.6,"96@100 <27>","0.2","off",200,29503.069076387,27
"392","20% update
zipf: 0.6",100,16,"r/w locks
 + phasing","r/w locks",0.6,"16@100 <0>","0.2","on",200,25343.0023395978,0
"393","20% update
zipf: 0.6",100,64,"r/w locks
 + phasing","r/w locks",0.6,"64@100 <13864>","0.2","on",200,46699.878942876,13864
"394","20% update
zipf: 0.6",100,96,"r/w locks
 + phasing","r/w locks",0.6,"96@100 <19132>","0.2","on",200,47488.0930927065,19132
"395","20% update
zipf: 0.6",100,16,"boosting
 + phasing","boosting",0.6,"16@100 <0>","0.2","on",200,25341.720752205,0
"396","20% update
zipf: 0.6",100,64,"boosting
 + phasing","boosting",0.6,"64@100 <13>","0.2","on",200,53586.6278511365,13
"397","20% update
zipf: 0.6",100,96,"boosting
 + phasing","boosting",0.6,"96@100 <49>","0.2","on",200,57437.2111448567,49
"398","40% update
zipf: 0.6",100,16,"r/w locks","r/w locks",0.6,"16@100 <0>","0.4","off",200,24481.852007162,0
"399","40% update
zipf: 0.6",100,64,"r/w locks","r/w locks",0.6,"64@100 <3>","0.4","off",200,10969.4029047173,3
"400","40% update
zipf: 0.6",100,96,"r/w locks","r/w locks",0.6,"96@100 <17>","0.4","off",200,8761.18748549173,17
"401","40% update
zipf: 0.6",100,16,"boosting","boosting",0.6,"16@100 <0>","0.4","off",200,25351.3270654797,0
"402","40% update
zipf: 0.6",100,64,"boosting","boosting",0.6,"64@100 <1>","0.4","off",200,26388.5529229041,1
"403","40% update
zipf: 0.6",100,96,"boosting","boosting",0.6,"96@100 <28>","0.4","off",200,23958.9689637033,28
"404","40% update
zipf: 0.6",100,16,"r/w locks
 + phasing","r/w locks",0.6,"16@100 <0>","0.4","on",200,25287.6791650998,0
"405","40% update
zipf: 0.6",100,64,"r/w locks
 + phasing","r/w locks",0.6,"64@100 <7969>","0.4","on",200,34283.4424482587,7969
"406","40% update
zipf: 0.6",100,96,"r/w locks
 + phasing","r/w locks",0.6,"96@100 <10618>","0.4","on",200,34250.4862776015,10618
"407","40% update
zipf: 0.6",100,16,"boosting
 + phasing","boosting",0.6,"16@100 <0>","0.4","on",200,25348.474964387,0
"408","40% update
zipf: 0.6",100,64,"boosting
 + phasing","boosting",0.6,"64@100 <15>","0.4","on",200,49196.7698555179,15
"409","40% update
zipf: 0.6",100,96,"boosting
 + phasing","boosting",0.6,"96@100 <40>","0.4","on",200,48468.7270124327,40
"410","60% update
zipf: 0.6",100,16,"r/w locks","r/w locks",0.6,"16@100 <0>","0.6","off",200,14511.5957354829,0
"411","60% update
zipf: 0.6",100,64,"r/w locks","r/w locks",0.6,"64@100 <3>","0.6","off",200,7694.54194968513,3
"412","60% update
zipf: 0.6",100,96,"r/w locks","r/w locks",0.6,"96@100 <17>","0.6","off",200,6317.28045325779,17
"413","60% update
zipf: 0.6",100,16,"boosting","boosting",0.6,"16@100 <0>","0.6","off",200,25347.4255896917,0
"414","60% update
zipf: 0.6",100,64,"boosting","boosting",0.6,"64@100 <0>","0.6","off",200,24790.1930244017,0
"415","60% update
zipf: 0.6",100,96,"boosting","boosting",0.6,"96@100 <35>","0.6","off",200,22688.559043741,35
"416","60% update
zipf: 0.6",100,16,"r/w locks
 + phasing","r/w locks",0.6,"16@100 <0>","0.6","on",200,24159.0010516647,0
"417","60% update
zipf: 0.6",100,64,"r/w locks
 + phasing","r/w locks",0.6,"64@100 <5424>","0.6","on",200,26850.0673437917,5424
"418","60% update
zipf: 0.6",100,96,"r/w locks
 + phasing","r/w locks",0.6,"96@100 <3035>","0.6","on",200,26580.3215966082,3035
"419","60% update
zipf: 0.6",100,16,"boosting
 + phasing","boosting",0.6,"16@100 <0>","0.6","on",200,25344.0988331458,0
"420","60% update
zipf: 0.6",100,64,"boosting
 + phasing","boosting",0.6,"64@100 <16>","0.6","on",200,40918.7120018014,16
"421","60% update
zipf: 0.6",100,96,"boosting
 + phasing","boosting",0.6,"96@100 <47>","0.6","on",200,42401.2068754931,47
"422","80% update
zipf: 0.6",100,16,"r/w locks","r/w locks",0.6,"16@100 <0>","0.8","off",200,11845.3514694004,0
"423","80% update
zipf: 0.6",100,64,"r/w locks","r/w locks",0.6,"64@100 <2>","0.8","off",200,6477.46069786525,2
"424","80% update
zipf: 0.6",100,96,"r/w locks","r/w locks",0.6,"96@100 <12>","0.8","off",200,5031.64394134294,12
"425","80% update
zipf: 0.6",100,16,"boosting","boosting",0.6,"16@100 <0>","0.8","off",200,25346.8193663695,0
"426","80% update
zipf: 0.6",100,64,"boosting","boosting",0.6,"64@100 <2>","0.8","off",200,25843.2881417507,2
"427","80% update
zipf: 0.6",100,96,"boosting","boosting",0.6,"96@100 <14>","0.8","off",200,23201.0994044892,14
"428","80% update
zipf: 0.6",100,16,"r/w locks
 + phasing","r/w locks",0.6,"16@100 <0>","0.8","on",200,21872.1538650886,0
"429","80% update
zipf: 0.6",100,64,"r/w locks
 + phasing","r/w locks",0.6,"64@100 <238>","0.8","on",200,23214.3045241481,238
"430","80% update
zipf: 0.6",100,96,"r/w locks
 + phasing","r/w locks",0.6,"96@100 <157>","0.8","on",200,22664.6588247592,157
"431","80% update
zipf: 0.6",100,16,"boosting
 + phasing","boosting",0.6,"16@100 <0>","0.8","on",200,25352.4239338086,0
"432","80% update
zipf: 0.6",100,64,"boosting
 + phasing","boosting",0.6,"64@100 <16>","0.8","on",200,36867.172317441,16
"433","80% update
zipf: 0.6",100,96,"boosting
 + phasing","boosting",0.6,"96@100 <40>","0.8","on",200,38502.7048231893,40
"434","100% update
zipf: 0.6",100,16,"r/w locks","r/w locks",0.6,"16@100 <0>","1","off",200,10006.7449703454,0
"435","100% update
zipf: 0.6",100,64,"r/w locks","r/w locks",0.6,"64@100 <0>","1","off",200,5523.7196897006,0
"436","100% update
zipf: 0.6",100,96,"r/w locks","r/w locks",0.6,"96@100 <119>","1","off",200,4544.936788285,119
"437","100% update
zipf: 0.6",100,16,"boosting","boosting",0.6,"16@100 <0>","1","off",200,25348.9231260796,0
"438","100% update
zipf: 0.6",100,64,"boosting","boosting",0.6,"64@100 <2037>","1","off",200,33898.5073439473,2037
"439","100% update
zipf: 0.6",100,96,"boosting","boosting",0.6,"96@100 <42547>","1","off",200,16238.8422331379,42547
"440","100% update
zipf: 0.6",100,16,"r/w locks
 + phasing","r/w locks",0.6,"16@100 <0>","1","on",200,20178.069976976,0
"441","100% update
zipf: 0.6",100,64,"r/w locks
 + phasing","r/w locks",0.6,"64@100 <26>","1","on",200,20974.3709671576,26
"442","100% update
zipf: 0.6",100,96,"r/w locks
 + phasing","r/w locks",0.6,"96@100 <98>","1","on",200,20692.5325503378,98
"443","100% update
zipf: 0.6",100,16,"boosting
 + phasing","boosting",0.6,"16@100 <0>","1","on",200,25347.9424334003,0
"444","100% update
zipf: 0.6",100,64,"boosting
 + phasing","boosting",0.6,"64@100 <2>","1","on",200,35042.2098260896,2
"445","100% update
zipf: 0.6",100,96,"boosting
 + phasing","boosting",0.6,"96@100 <25>","1","on",200,18610.1921006927,25
"446","0% update
zipf: 0.6",100,16,"boosting
 + combining","boosting
 + combining",0.6,"16@100 <0>","0","off",200,25352.3601608051,0
"447","0% update
zipf: 0.6",100,64,"boosting
 + combining","boosting
 + combining",0.6,"64@100 <0>","0","off",200,75892.7393996826,0
"448","0% update
zipf: 0.6",100,96,"boosting
 + combining","boosting
 + combining",0.6,"96@100 <20>","0","off",200,81056.9006263531,20
"449","0% update
zipf: 0.6",100,16,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"16@100 <0>","0","on",200,25349.0438272201,0
"450","0% update
zipf: 0.6",100,64,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"64@100 <0>","0","on",200,78870.1396415656,0
"451","0% update
zipf: 0.6",100,96,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"96@100 <15>","0","on",200,83211.1046847889,15
"452","20% update
zipf: 0.6",100,16,"boosting
 + combining","boosting
 + combining",0.6,"16@100 <0>","0.2","off",200,25347.5152757625,0
"453","20% update
zipf: 0.6",100,64,"boosting
 + combining","boosting
 + combining",0.6,"64@100 <0>","0.2","off",200,37694.5038784852,0
"454","20% update
zipf: 0.6",100,96,"boosting
 + combining","boosting
 + combining",0.6,"96@100 <20>","0.2","off",200,35115.1432406317,20
"455","20% update
zipf: 0.6",100,16,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"16@100 <0>","0.2","on",200,25345.5856167689,0
"456","20% update
zipf: 0.6",100,64,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"64@100 <7>","0.2","on",200,57402.4563123518,7
"457","20% update
zipf: 0.6",100,96,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"96@100 <33>","0.2","on",200,61526.0980477682,33
"458","40% update
zipf: 0.6",100,16,"boosting
 + combining","boosting
 + combining",0.6,"16@100 <0>","0.4","off",200,25351.0532429365,0
"459","40% update
zipf: 0.6",100,64,"boosting
 + combining","boosting
 + combining",0.6,"64@100 <0>","0.4","off",200,5924.81530716761,0
"460","40% update
zipf: 0.6",100,96,"boosting
 + combining","boosting
 + combining",0.6,"96@100 <20>","0.4","off",200,28374.6699933751,20
"461","40% update
zipf: 0.6",100,16,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"16@100 <0>","0.4","on",200,25349.7931429294,0
"462","40% update
zipf: 0.6",100,64,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"64@100 <7>","0.4","on",200,49471.6968633036,7
"463","40% update
zipf: 0.6",100,96,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"96@100 <37>","0.4","on",200,50887.2315548186,37
"464","60% update
zipf: 0.6",100,16,"boosting
 + combining","boosting
 + combining",0.6,"16@100 <0>","0.6","off",200,25344.8740603193,0
"465","60% update
zipf: 0.6",100,64,"boosting
 + combining","boosting
 + combining",0.6,"64@100 <1>","0.6","off",200,28859.5539800534,1
"466","60% update
zipf: 0.6",100,96,"boosting
 + combining","boosting
 + combining",0.6,"96@100 <10>","0.6","off",200,26866.2503544369,10
"467","60% update
zipf: 0.6",100,16,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"16@100 <0>","0.6","on",200,25345.0215326451,0
"468","60% update
zipf: 0.6",100,64,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"64@100 <12>","0.6","on",200,44514.5566769981,12
"469","60% update
zipf: 0.6",100,96,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"96@100 <44>","0.6","on",200,45355.1627464642,44
"470","80% update
zipf: 0.6",100,16,"boosting
 + combining","boosting
 + combining",0.6,"16@100 <0>","0.8","off",200,25346.2236051716,0
"471","80% update
zipf: 0.6",100,64,"boosting
 + combining","boosting
 + combining",0.6,"64@100 <0>","0.8","off",200,28969.4083681382,0
"472","80% update
zipf: 0.6",100,96,"boosting
 + combining","boosting
 + combining",0.6,"96@100 <17>","0.8","off",200,28079.3761424457,17
"473","80% update
zipf: 0.6",100,16,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"16@100 <0>","0.8","on",200,25344.0724222858,0
"474","80% update
zipf: 0.6",100,64,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"64@100 <9>","0.8","on",200,40439.9564150375,9
"475","80% update
zipf: 0.6",100,96,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"96@100 <48>","0.8","on",200,41477.7073426677,48
"476","100% update
zipf: 0.6",100,16,"boosting
 + combining","boosting
 + combining",0.6,"16@100 <0>","1","off",200,25347.7156769098,0
"477","100% update
zipf: 0.6",100,64,"boosting
 + combining","boosting
 + combining",0.6,"64@100 <2246>","1","off",200,37440.03923921,2246
"478","100% update
zipf: 0.6",100,96,"boosting
 + combining","boosting
 + combining",0.6,"96@100 <33764>","1","off",200,19981.6345270891,33764
"479","100% update
zipf: 0.6",100,16,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"16@100 <0>","1","on",200,25340.5664459014,0
"480","100% update
zipf: 0.6",100,64,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"64@100 <2>","1","on",200,36914.9182990289,2
"481","100% update
zipf: 0.6",100,96,"boosting
 + combining
 + phasing","boosting
 + combining",0.6,"96@100 <28>","1","on",200,19635.9673024523,28
"572","50% update
zipf: 0.6",100,4,"r/w locks","r/w locks",0.6,"4@100 <0>","0.5","off",200,6336.64949724467,0
"573","50% update
zipf: 0.6",100,16,"r/w locks","r/w locks",0.6,"16@100 <0>","0.5","off",200,18281.3674054273,0
"574","50% update
zipf: 0.6",100,32,"r/w locks","r/w locks",0.6,"32@100 <0>","0.5","off",200,12636.9197838352,0
"575","50% update
zipf: 0.6",100,64,"r/w locks","r/w locks",0.6,"64@100 <5>","0.5","off",200,9176.6003478556,5
"576","50% update
zipf: 0.6",100,96,"r/w locks","r/w locks",0.6,"96@100 <30>","0.5","off",200,7214.82678582351,30
"577","50% update
zipf: 0.6",100,4,"boosting","boosting",0.6,"4@100 <0>","0.5","off",200,6338.9085093623,0
"578","50% update
zipf: 0.6",100,16,"boosting","boosting",0.6,"16@100 <0>","0.5","off",200,25345.1902340318,0
"579","50% update
zipf: 0.6",100,32,"boosting","boosting",0.6,"32@100 <0>","0.5","off",200,27638.9779435949,0
"580","50% update
zipf: 0.6",100,64,"boosting","boosting",0.6,"64@100 <3>","0.5","off",200,25436.8501665625,3
"581","50% update
zipf: 0.6",100,96,"boosting","boosting",0.6,"96@100 <14>","0.5","off",200,23225.8319422357,14
"582","50% update
zipf: 0.6",100,4,"r/w locks
 + phasing","r/w locks",0.6,"4@100 <0>","0.5","on",200,6338.25386196535,0
"583","50% update
zipf: 0.6",100,16,"r/w locks
 + phasing","r/w locks",0.6,"16@100 <0>","0.5","on",200,24972.2925770732,0
"584","50% update
zipf: 0.6",100,32,"r/w locks
 + phasing","r/w locks",0.6,"32@100 <58>","0.5","on",200,28549.0414630667,58
"585","50% update
zipf: 0.6",100,64,"r/w locks
 + phasing","r/w locks",0.6,"64@100 <7450>","0.5","on",200,30370.4282588309,7450
"586","50% update
zipf: 0.6",100,96,"r/w locks
 + phasing","r/w locks",0.6,"96@100 <6790>","0.5","on",200,30253.3579209472,6790
"587","50% update
zipf: 0.6",100,4,"boosting
 + phasing","boosting",0.6,"4@100 <0>","0.5","on",200,6339.89519237496,0
"588","50% update
zipf: 0.6",100,16,"boosting
 + phasing","boosting",0.6,"16@100 <0>","0.5","on",200,25347.9053793214,0
"589","50% update
zipf: 0.6",100,32,"boosting
 + phasing","boosting",0.6,"32@100 <0>","0.5","on",200,41864.1251611703,0
"590","50% update
zipf: 0.6",100,64,"boosting
 + phasing","boosting",0.6,"64@100 <11>","0.5","on",200,42791.405864693,11
"591","50% update
zipf: 0.6",100,96,"boosting
 + phasing","boosting",0.6,"96@100 <51>","0.5","on",200,43549.6835589227,51
"592","50% update
zipf: 0.6",100,4,"boosting
 + combining","boosting
 + combining",0.6,"4@100 <0>","0.5","off",200,6337.06113393098,0
"593","50% update
zipf: 0.6",100,16,"boosting
 + combining","boosting
 + combining",0.6,"16@100 <0>","0.5","off",200,25346.0549042055,0
"594","50% update
zipf: 0.6",100,32,"boosting
 + combining","boosting
 + combining",0.6,"32@100 <0>","0.5","off",200,31097.3203191963,0
